Author short Names;authors;articles
"Sabah, S; Anwar, SZB; Afroze, S; Azad, MA; Shatabda, S; Farid, DM";"Sabah, Shabnam; Anwar, Sara Zumerrah Binte; Afroze, Sadia; Azad, Md. Abulkalam; Shatabda, Swakkhar; Farid, Dewan Md.";Big Data with Decision Tree Induction
"Li, YH; Wang, J";"Li, Yihao; Wang, Jin";Online Updating Algorithms of Statistical Methods for Big Data
"Wan, QZ; Yu, Y; Wu, KC; Li, JY; Liu, WN";"Wan, Qingzhu; Yu, Yi; Wu, Kaicong; Li, Jiayao; Liu, Weina";Statistics and Analysis of Power Consumption Data Based on Big Data
"Zhang, XR; Sun, JH";"Zhang, Xiangrong; Sun, Jianhua";Discussion on new media communication strategy of sports events based on large data technology
"McBride, S; Powers, C; Gilder, RE; Rhodes, W; Sobel, A; Philips, BU";"McBride, Susan; Powers, Cynthia; Gilder, Richard E.; Rhodes, Wesley; Sobel, Annette; Philips, Billy U., Jr.";Big Data and Advanced Analytics
"He, X; Duan, ZJ; Liu, T; Yuan, JF";"He Xi; Duan Zhengjie; Liu Tao; Yuan Junfeng";Study On The Intelligent Matching Of Power Big Data Based On The Chinese Word Segmentation Technology
"Onyemachi, NC; Nonyelum, OF";"Onyemachi, Nkemakolam Chinenye; Nonyelum, Ogwueleka Francisca";BIG DATA ANALYTICS IN HEALTHCARE: A REVIEW
"Rong, M; Gong, DW; Gao, XZ";"Rong, Miao; Gong, Dunwei; Gao, Xiaozhi";Feature Selection and Its Use in Big Data: Challenges, Methods, and Trends
"Fan, ZL; Xu, MR; Xi, JL; Li, DH";"Fan, Zhonglei; Xu, Mengru; Xi, Jialin; Li, Donghai";CMCloud: An Autonomous Monitoring System for Big Data Processing Platform
"Mian, A; Ronson, R";"Mian, Adnan; Ronson, Richard";Building the Tower of Babel for Big Data
"Glenna, L; Hesse, A; Hinrichs, C; Chiles, R; Sachs, C";"Glenna, Leland; Hesse, Arielle; Hinrichs, Clare; Chiles, Robert; Sachs, Carolyn";Qualitative Research Ethics in the Big-Data Era
"Nie, YZ; Han, XP";"Nie, Yingzhi; Han, Xueping";Research on consumers' protection in advantageous operation of big data brokers
"Zhang, P; Xu, Y; Luo, FJ; Dong, ZY";"Zhang, Pei; Xu, Yan; Luo, Fengji; Dong, Zhao Yang";Power Big Data: New Assets of Electric Power Utilities
"Jo, J; Joo, IH; Lee, KW";"Jo, Junghee; Joo, In-Hak; Lee, Kang-Woo";Constructing National Geospatial Big Data Platform: Current Status and Future Direction
"Charles, V; Gherman, T";"Charles, Vincent; Gherman, Tatiana";Big Data Analytics and Ethnography: Together for the Greater Good
Gu, Y;Gu, Yang;A Probe into the Application of Big Data to Innovating the Education and Management of College Students
"Rodriguez, MA; Cuenca, L; Ortiz, A";"Angeles Rodriguez, Maria; Cuenca, Llanos; Ortiz, Angel";Big Data Transformation in Agriculture: From Precision Agriculture Towards Smart Farming
"Rumbold, JMM; O'Kane, M; Philip, N; Pierscionek, BK";"Rumbold, J. M. M.; O'Kane, M.; Philip, N.; Pierscionek, B. K.";Big Data and diabetes: the applications of Big Data for diabetes care now and in the future
"Chiheb, F; Boumahdi, F; Bouarfa, H";"Chiheb, Fatima; Boumahdi, Fatima; Bouarfa, Hafida";A Conceptual Model for Describing the Integration of Decision Aspect into Big Data
Zhang, XH;Zhang Xiaohui;Construction of Personalized English Teaching Model Driven by Big Data
"Madanayake, UH; Egbu, C";"Madanayake, Upeksha Hansini; Egbu, Charles";Critical analysis for big data studies in construction: significant gaps in knowledge
"Farouk, A; Zhen, D";"Farouk, Ahmed; Zhen, Dou";Big data analysis techniques for intelligent systems
"Lytras, MD; Visvizi, A";"Lytras, Miltiades D.; Visvizi, Anna";Big Data and Their Social Impact: Preliminary Study
"Li, B; Zhao, SJ; Zhang, RQ; Shi, QJ; Yang, K";"Li, Bing; Zhao, Shengjie; Zhang, Rongqing; Shi, Qingjiang; Yang, Kai";Anomaly detection for cellular networks using big data analytics
Geng, W;Geng, Wang;Research on Academic Evaluation of College Students Based on Big Data
"Gupta, V; Singh, VK; Ghose, U; Mukhija, P";"Gupta, Vedika; Singh, Vivek Kumar; Ghose, Udayan; Mukhija, Pankaj";A quantitative and text-based characterization of big data research
"Bataev, A; Vlasova, N; Glushkova, A; Knyazkina, E";"Bataev, A.; Vlasova, N.; Glushkova, A.; Knyazkina, E.";Global Big Data Market: Development Analysis
Li, YN;Li, Ya'nan;Innovation Research on Psychological Health Education of Contemporary College Students under the Background of Big Data
Li, JH;Li, Jiahua;Intelligent Data Acquisition Method for Cross-border E-commerce Guidance and Purchase Considering User Demand
"Oo, MCM; Thein, T";"Oo, Myal Cho Mon; Thein, Thandar";Hyperparameters Optimization in Scalable Random Forest For Big Data Analytics
"Munshi, S; Saha, S; Goswami, RT";"Munshi, Shiladitya; Saha, Sajal; Goswami, R. T.";Real Time Big Data Processing: A Comparative Study of Existing Approaches
"Khan, N; Naim, A; Hussain, MR; Naveed, QN; Ahmad, N; Qamar, S";"Khan, Nawsher; Naim, Arshi; Hussain, Mohammad Rashid; Naveed, Quadri Noorulhasan; Ahmad, Naim; Qamar, Shamimul";The 51 V's Of Big Data Survey, Technologies, Characteristics, Opportunities, Issues and Challenges
"Li, ZF; Li, YT; Lin, P";"Li, Zhifcng; Li, Yintao; Lin, Peng";The Security Evaluation of Big Data Research for Smart Grid
"Chen, LJ; Lin, JY; Yi, Z";"Chen, Lijun; Lin, Jiaying; Yi, Zhang";Research based on big data analysis of medical industry
"Li, Q; Lan, L; Zeng, NY; You, L; Yin, J; Zhou, XB; Meng, Q";"Li, Quan; Lan, Lan; Zeng, Nianyin; You, Lei; Yin, Jin; Zhou, Xiaobo; Meng, Qun";A Framework for Big Data Governance to Advance RHINs: A Case Study of China
"Shamila, M; Vinuthna, K; Tyagi, AK";"Shamila, M.; Vinuthna, K.; Tyagi, Amit Kumar";A Review on Several Critical Issues and Challenges in IoT based e-Healthcare System
Daniel, B;Daniel, Ben Kei;Big Data and data science: A critical review of issues for educational research
"Wiren, M; Mantymaki, M; Islam, AKMN";"Wiren, Milla; Mantymaki, Matti; Islam, A. K. M. Najmul";Big Data Value Chain: Making Sense of the Challenges
"Sheshasaayee, A; Bhargavi, K";"Sheshasaayee, Ananthi; Bhargavi, K.";Decision Making Analysis in Corporate Sectors Using the Concept of Big Data Analytics
"Nanayakkara, S; Zhou, XY; Spallek, H";"Nanayakkara, Shanika; Zhou, Xiaoyan; Spallek, Heiko";Impact of big data on oral health outcomes
Colvin, AC;Colvin, Alexis Chiang;Editorial Commentary: Big Data, Big Questions: Insulin Dependence Complicates Arthroscopy Outcomes
"Cen, T; Chu, QQ; He, RK";"Cen, Tao; Chu, Qianqian; He, Renke";Big Data Mining for Investor Sentiment
Eschenbrenner, B;Eschenbrenner, Brenda;Identifying Essential Factors for Deriving Value from Big Data Analytics in Healthcare
"Mo, ZG; Xie, Z";"Mo, Zhi-gang; Xie, Zheng";Communication scheduling method of big data in Internet of Things based on decision feedback equalization and spread spectrum modulation technology
Osman, AMS;Osman, Ahmed M. Shahat;A novel big data analytics framework for smart cities
"Lima, FV; Russell, R; Druz, R";"Lima, Fabio V.; Russell, Raymond; Druz, Regina";Big Data in Cardiovascular Disease
"Chiroma, H; Abdullahi, UA; Abdulhamid, SM; Alarood, AA; Gabralla, LA; Rana, N; Shuib, L; Hashem, IAT; Gbenga, DE; Abubakar, AI; Zeki, AM; Herawan, T";"Chiroma, Haruna; Abdullahi, Usman Ali; Abdulhamid, Shafi'i Muhammad; Alarood, Ala Abdulsalam; Gabralla, Lubna A.; Rana, Nadim; Shuib, Liyana; Hashem, Ibrahim Abaker Targio; Gbenga, Dada Emmanuel; Abubakar, Adamu, I; Zeki, Akram M.; Herawan, Tutut";Progress on Artificial Neural Networks for Big Data Analytics: A Survey
"Acar-Denizli, N; Kostov, B; Ramos-Casals, M";"Acar-Denizli, N.; Kostov, B.; Ramos-Casals, M.";The Big Data Sjogren Consortium: a project for a new data science era
"Bazan-Vera, W; Bermeo-Almeida, O; Cardenas-Rodriguez, M; Ferruzola-Gomez, E";"Bazan-Vera, William; Bermeo-Almeida, Oscar; Cardenas-Rodriguez, Mario; Ferruzola-Gomez, Enrique";A Brief Review of Big Data in the Agriculture Domain
"Intorruk, S; Numnonda, T";"Intorruk, Somprasong; Numnonda, Thanisa";A Comparative Study on Performance and Resource Utilization of Real-time Distributed Messaging Systems for Big Data
"Yan, Y; Hao, XH; Zhang, LX";"Yan, Yan; Hao, Xiaohong; Zhang, Lianxiu";Hierarchical differential privacy hybrid decomposition algorithm for location big data
"Venkatesan, T; Saravanan, K; Ramkumar, T";"Venkatesan, T.; Saravanan, K.; Ramkumar, T.";A Big Data Recommendation Engine Framework Based on Local Pattern Analytics Strategy for Mining Multi-Sourced Big Data
"Orzechowski, P; Moore, JH";"Orzechowski, Patryk; Moore, Jason H.";Mining a massive RNA-seq dataset with biclustering: are evolutionary approaches ready for big data?
Kugelmeyer, K;Kugelmeyer, Kara;Big Data Shocks: An Introduction to Big Data for Librarians and Information Professionals
"Mittal, S; Sangwan, OP";"Mittal, Shweta; Sangwan, Om Prakash";Big Data Analytics using Machine Learning Techniques
"Marco, D; Danubianu, M; Pentiuc, G";"Marco, Daniela; Danubianu, Mirela; Pentiuc, Gheorghe";Big Data Technology - valuable tool for healthcare research
"Abbas, SW; Ahmad, M; Rasul, S";"Abbas, Syed Wasim; Ahmad, Munir; Rasul, Sajid";LEVERAGING BIG DATA FOR OFFICIAL STATISTICS: SOME RECENT DEVELOPMENTS
"Willems, SM; Abeln, S; Feenstra, KA; de Bree, R; van der Poel, EF; de Jong, RJB; Heringa, J; van den Brekel, MWM";"Willems, Stefan M.; Abeln, Sanne; Feenstra, K. Anton; de Bree, Remco; van der Poel, Egge F.; de Jong, Robert J. Baatenburg; Heringa, Jaap; van den Brekel, Michiel W. M.";The potential use of big data in oncology
"Dash, S; Shakyawar, SK; Sharma, M; Kaushik, S";"Dash, Sabyasachi; Shakyawar, Sushil Kumar; Sharma, Mohit; Kaushik, Sandeep";Big data in healthcare: management, analysis and future prospects
Saetra, HS;Saetra, Henrik Skaug;Freedom under the gaze of Big Brother: Preparing the grounds for a liberal defence of privacy in the era of Big Data
"Maroufkhani, P; Wagner, R; Ismail, WKW; Baroto, MB; Nourani, M";"Maroufkhani, Parisa; Wagner, Ralf; Ismail, Wan Khairuzzaman Wan; Baroto, Mas Bambang; Nourani, Mohammad";Big Data Analytics and Firm Performance: A Systematic Review
"Li, WL; Gao, SY; Han, CH; Wei, GH; Song, X; Yang, JK";"Li, Wei Lu; Gao, Si Yu; Han, Chun Hua; Wei, Guang Hao; Song, Xiao; Yang, Jin Kun";A Brief Analysis on Data Mining for Deep-Sea Mineral Resources Based on Big Data
"Poltavtseva, M; Shenets, N";"Poltavtseva, M.; Shenets, N.";Applying Homomorphic Cryptography Methods to the Development of Secure Big Data Management Systems
"Cravero, A; Sepulveda, S";"Cravero, Ania; Sepulveda, Samuel";Using GORE in Big Data: A Systematic Mapping Study
"Poltavtseva, MA; Zegzhda, DP; Kalinin, MO";"Poltavtseva, M. A.; Zegzhda, D. P.; Kalinin, M. O.";Big Data Management System Security Threat Model
"Feng, J; Yang, LT; Dai, GH; Wang, W; Zou, DQ";"Feng, Jun; Yang, Laurence T.; Dai, Guohui; Wang, Wei; Zou, Deqing";A Secure High-Order Lanczos-Based Orthogonal Tensor SVD for Big Data Reduction in Cloud Environment
Qian, Z;Qian, Zhang;Research on Quantitative Analysis of Security of Network Risk Based on Big Data
"Jo, J; Lee, KW";"Jo, Junghee; Lee, Kang-Woo";MapReduce-Based D_ELT Framework to Address the Challenges of Geospatial Big Data
Cuzzocrea, A;Cuzzocrea, Alfredo;Big Data Management and Analytics in Intelligent Smart Environments: State-of-the-Art Analysis and Future Research Directions
"Ghani, NA; Hamid, S; Hashem, IAT; Ahmed, E";"Ghani, Norjihan Abdul; Hamid, Suraya; Hashem, Ibrahim Abaker Targio; Ahmed, Ejaz";Social media big data analytics: A survey
"Srivastava, N; Jaiswal, UC";"Srivastava, Neha; Jaiswal, Umesh Chandra";Big Data Analytics Technique in Cyber Security: A Review
"Nie, YZ; Chen, P";"Nie, Yingzhi; Chen, Peng";BIG DATA AND ABUSE OF DOMINANCE IN BUSINESS SECTOR
Tissot, B;Tissot, Bruno;Making the Most of Big Data for Financial Stability Purposes
Liu, WG;Liu Weigang;Research on Data Classification Algorithm in Big Data Mining
"Kang, N; Zhang, XS; Cheng, XZ; Fang, BY; Jiang, H";"Kang, Nan; Zhang, Xuesong; Cheng, Xinzhou; Fang, Bingyi; Jiang, Hong";The Realization Path of Network Security Technology Under Big Data and Cloud Computing
"Jin, YR; Li, X";"Jin, Yuran; Li, Xin";Visualizing the Hotspots and Emerging Trends of Multimedia Big Data through Scientometrics
"van der Voort, HG; Klievink, AJ; Arnaboldi, M; Meijer, AJ";"van der Voort, H. G.; Klievink, A. J.; Arnaboldi, M.; Meijer, A. J.";Rationality and politics of algorithms. Will the promise of big data survive the dynamics of public decision making?
"Amin, MA; Hadouej, S; Darwish, TSJ";"Amin, Mohammed Arif; Hadouej, Samah; Darwish, Tasneem S. J.";Big Data Role in Improving Intelligent Transportation Systems Safety: A Survey
