Author short Names;authors;articles
"Ardagna, CA; Bellandi, V; Ceravolo, P; Damiani, E; Bezzi, M; Hebert, C";"Ardagna, Claudio A.; Bellandi, Valerio; Ceravolo, Paolo; Damiani, Ernesto; Bezzi, Michele; Hebert, Cedric";A Model-Driven Methodology for Big Data Analytics-as-a-Service
"Roy, A; Ray, S; Goswami, RT";"Roy, Ankita; Ray, Soumya; Goswami, Radha Tamal";Approaches and Challenges of Big Data Analytics-Study of a Beginner
Becker, DK;Becker, David K.;Predicting Outcomes for Big Data Projects: Big Data Project Dynamics (BDPD)
"Chen, SH; Venkatachalam, R";"Chen, Shu-Heng; Venkatachalam, Ragupathy";Agent-based modelling as a foundation for big data
Mikkelsen, BE;Mikkelsen, Bent Egberg;CAN BUSINESS GENERATED BIG FOOD DATA HELP NUTRITION SCIENCE - CASE INSIGHTS FROM INTERVIEWS WITH COMMERCIAL BIG DATA OWNERS IN THE RICHFIELD DESIGN STUDY
"Kim, MK; Park, JH";"Kim, Moon-Koo; Park, Jong-Hyun";Identifying and prioritizing critical factors for promoting the implementation and usage of big data in healthcare
"Olayinka, O; Kekeh, M; Sheth-Chandra, M; Akpinar-Elci, M";"Olayinka, Olaniyi; Kekeh, Michele; Sheth-Chandra, Manasi; Akpinar-Elci, Muge";Big Data Knowledge in Global Health Education
"Schaeffer, C; Booton, L; Halleck, J; Studeny, J; Coustasse, A";"Schaeffer, Chad; Booton, Lawrence; Halleck, Jamey; Studeny, Jana; Coustasse, Alberto";Big Data Management in US Hospitals Benefits and Barriers
"Fu, C; Sheng, YX; Wei, ZQ; Yang, YQ";"Fu, Chao; Sheng, Yan-xiu; Wei, Zhi-qiang; Yang, Yong-quan";Research on Web Based Information Importance Ranking Algorithm for Marine Big Data
"Sang, GM; Xu, L; de Vrieze, P";"Sang, Go Muan; Xu, Lai; de Vrieze, Paul";Simplifying Big Data Analytics Systems with a Reference Architecture
"Lytra, I; Vidal, ME; Orlandi, F; Attard, J";"Lytra, Ioanna; Vidal, Maria-Esther; Orlandi, Fabrizio; Attard, Judie";A Big Data Architecture for Managing Oceans of Data and Maritime Applications
"Lv, DL; Zhu, SB";"Lv, Deng-long; Zhu, Shi-bing";A Big Data Privacy Protection Solution Based on Compressive Sensing Theory
"Yao, YC; Han, Q; Liu, YC";"Yao, Yachuan; Han, Qiang; Liu, Yongchun";Analysis and Establishment of Big data Model
"Sahu, SK; Jacintha, MM; Singh, AP";"Sahu, Sanjib Kumar; Jacintha, M. Mary; Singh, Amit Prakash";Comparative study of tools for Big Data Analytics: An Analytical Study
"Boyi, SG; Peng, Y; Wu, ZY; Jiang, LC";"Boyi Shangguan; Peng Yue; Wu, Zhaoyan; Jiang, Liangcun";Big Spatial Data Processing With Apache Spark
Prasad, BR;Prasad, B. Ravi;Protection of Privacy in Big Data using SDD Framework with DNN
"Zhang, JJ; Yang, L";"Zhang, Jun-Jie; Yang, Li";A Simple Analysis of Revolution and Innovation of Marketing Mix Theory from Big Data Perspective
"Johnson, JS; Friend, SB; Lee, HS";"Johnson, Jeff S.; Friend, Scott B.; Lee, Hannah S.";Big Data Facilitation, Utilization, and Monetization: Exploring the 3Vs in a New Product Development Process
"Xu, HS; Li, K; Fan, GL";"Xu, Hongsheng; Li, Ke; Fan, Ganglong";Improved Statistical Analysis Method Based on Big Data Technology
"Karydis, I; Sioutas, S; Avlonitis, M; Mylonas, P; Kanavos, A";"Karydis, Ioannis; Sioutas, Spyros; Avlonitis, Markos; Mylonas, Phivos; Kanavos, Andreas";A Survey on Big Data and Collective Intelligence
"Li, JC; Xu, WS; Xu, AF";"Li, Jicheng; Xu, Wenshuai; Xu, Anfeng";Research on Impact Mechanism of Big Data on Brand Ecosystem
"Ahmed, E; Yaqoob, I; Hashem, IAT; Khan, I; Ahmed, AIA; Imran, M; Vasilakos, AV";"Ahmed, Ejaz; Yaqoob, Ibrar; Hashem, Ibrahim Abaker Targio; Khan, Imran; Ahmed, Abdelmuttlib Ibrahim Abdalla; Imran, Muhammad; Vasilakos, Athanasios V.";The role of big data analytics in Internet of Things
"Qing, L; Zhu, BY; Li, QQ";"Liu Qing; Zhu Boyu; Li Qinqian";Impact of Big Data on Electric-power Industry
"Wibisono, A; Alhamidi, MR; Nurhadiyatna, A; Jatmiko, W";"Wibisono, Ari; Alhamidi, Machmud Roby; Nurhadiyatna, Adi; Jatmiko, Wisnu";Hyperbolic Tangent Activation Function on FIMT-DD Algorithm Analysis for Airline Big Data
Yao, L;Yao, Li;Analysis on the Influence of Big Data Age on Consumers' Purchase Behavior and Marketing Innovation
"Dogaru, DI; Dumitrache, I";"Dogaru, Delia Ioana; Dumitrache, Ioan";Holistic Perspective of Big Data in Healthcare
"Jain, A; Bhatnagar, V";"Jain, Arushi; Bhatnagar, Vishal";Hadoop Map Only Job for Enciphering Patient-Generated Health Data
"Rani, S; Ahmed, SH; Talwar, R; Malhotra, J";"Rani, Shalli; Ahmed, Syed Hassan; Talwar, Rajneesh; Malhotra, Jyoteesh";Can Sensors Collect Big Data? An Energy-Efficient Big Data Gathering Algorithm for a WSN
Hofmann, E;Hofmann, Erik;Big data and supply chain decisions: the impact of volume, variety and velocity properties on the bullwhip effect
"Zhou, JJ; Yao, XF; Zhang, JM";"Zhou, Jiajun; Yao, Xifan; Zhang, Jianming";Big Data in Wisdom Manufacturing for Industry 4.0
"Xu, GC; Ding, Y; Jiang, YQ; Hu, M; Zhao, J";"Xu, Gaochao; Ding, Yan; Jiang, Yuqiang; Hu, Ming; Zhao, Jia";A Novel Distributed Recommendation Framework Using Big Data in Social Context
"Gillingham, P; Graham, T";"Gillingham, Philip; Graham, Timothy";Big Data in Social Welfare: The Development of a Critical Perspective on Social Work's Latest Electronic Turn
"Ye, X; Liu, W; Li, LG; Zhang, YN";"Ye, Xin; Liu, Wen; Li, Longgang; Zhang, Yaning";Utilizing big data in tourism marketing
Liu, XL;Liu, Xiaoli;The Construction of Tourism Model based on Big Data Statistics
"Jaiswal, A; Bagale, P";"Jaiswal, Anku; Bagale, Purrushottam";A Survey on Big Data in Financial Sector
"Ishikawa, H; Chbeir, R";"Ishikawa, Hiroshi; Chbeir, Richard";A Data Model for Integrating Data Management and Data Mining in Social Big Data
"Kaur, S; Singh, W";"Kaur, Sarpreet; Singh, Williamjeet";SYSTEMATIC MAPPING STUDY OF BIG DATA MINING TOOLS AND TECHNIQUES
"Salmond, JA; Tadaki, M; Dickson, M";"Salmond, Jennifer Ann; Tadaki, Marc; Dickson, Mark";Can big data tame a naughty world?
"He, JX; Sun, HZ; Zheng, BF; Jiang, T";"He, Jinxin; Sun, Huanzhao; Zheng, Bofu; Jiang, Tian";How to teach the undergraduate courses about GIS in big data era
"Braganza, A; Brooks, L; Nepelski, D; Ali, M; Moro, R";"Braganza, Ashley; Brooks, Laurence; Nepelski, Daniel; Ali, Maged; Moro, Russ";Resource management in big data initiatives: Processes and dynamic capabilities
"Tan, MII; Fezarudin, FZ; Yusof, FM; Rosman, AS; Husny, ZJM";"Tan, M. I. I.; Fezarudin, F. Z.; Yusof, F. M.; Rosman, A. S.; Husny, Z. J. M.";Review Article on Potentials of Big Data in the Halal Industry
"Yang, CW; Huang, QY; Li, ZL; Liu, K; Hu, F";"Yang, Chaowei; Huang, Qunying; Li, Zhenlong; Liu, Kai; Hu, Fei";Big Data and cloud computing: innovation opportunities and challenges
"Han, X; Wang, XY; Fan, H";"Han, Xiao; Wang, Xinying; Fan, Hao";Requirements Analysis and Application Research of Big Data in Power Network Dispatching and Planning
Lu, M;Lu Min;Research on Female College Students Entrepreneurship Education Model in the Big Data Time
"Othman, A; Rahman, SA";"Othman, Azlina; Rahman, Safawi Abdul";The Role of Big Data Management to Enhance Business Performance
Zaveri, C;Zaveri, Chintan;Use of Big-Data in healthcare and lifescience using Hadoop technologies
"Ding, LL; Liu, Y; Han, BS; Zhang, SW; Song, BY";"Ding, Linlin; Liu, Yu; Han, Baishuo; Zhang, Shiwen; Song, Baoyan";HB-File: An efficient and effective high-dimensional big data storage structure based on US-ELM
Pormeister, K;Pormeister, Kart;The GDPR and Big Data: Leading the Way for Big Genetic Data?
"Halaweh, M; Massry, AE";"Halaweh, Mohanad; Massry, Ahmed El";A Synergetic Model for Implementing Big Data in Organizations: An Empirical Study
"Ahmed, V; Tezel, A; Aziz, Z; Sibley, M";"Ahmed, Vian; Tezel, Algan; Aziz, Zeeshan; Sibley, Magda";The future of Big Data in facilities management: opportunities and challenges
"Chakravarthi, MA; Srinivas, O";"Chakravarthi, Ayyappa M.; Srinivas, O.";The Etymology of Big Data on Government Processes
Sterling, M;Sterling, Mark;Situated Big Data and Big Data Analytics for Healthcare
"Dremel, C; Herterich, M; Wulf, J; Waizmann, JC; Brenner, W";"Dremel, Christian; Herterich, Matthias; Wulf, Jochen; Waizmann, Jean-Claude; Brenner, Walter";How AUDI AG Established Big Data Analytics in Its Digital Transformation
"Matsebula, F; Mnkandla, E";"Matsebula, Fezile; Mnkandla, Ernest";A BIG DATA ARCHITECTURE FOR LEARNING ANALYTICS IN HIGHER EDUCATION
"Yang, CJ; Wei, YZ";"Yang Chunji; Wei Yuanzhu";Research on Precision Marketing of University Teaching Materials in Big Data Era
"Adam, NR; Wieder, R; Ghosh, D";"Adam, Nabil R.; Wieder, Robert; Ghosh, Debopriya";Data science, learning, and applications to biomedical and health sciences
Huo, HM;Huo Hongmei;Public Policy Recommendations on Gender Big Data Strategy in China
"Chan, J; Moses, LB";"Chan, Janet; Moses, Lyria Bennett";MAKING SENSE OF BIG DATA FOR SECURITY
"Serhani, MA; El Kassabi, HT; Taleb, I";"Serhani, Mohamed Adel; El Kassabi, Hadeel T.; Taleb, Ikbal";Quality profile-based cloud service selection for fulfilling Big data processing requirements
"Che, JL; Tang, LW; Deng, SJ";"Che, Jinli; Tang, Liwei; Deng, Shijie";Research Overview of Big Data in the Field of Equipment Support
"Hassani, A; Gahnouchi, SA";"Hassani, Asma; Gahnouchi, Sonia Ayachi";A framework for Business Process Data Management based on Big Data Approach
"Lakoju, M; Serrano, A";"Lakoju, Mike; Serrano, Alan";Saving Costs with a Big Data Strategy Framework
