Author short Names;authors;articles
"Bandara, E; Ng, WK; De Zoysa, K; Fernando, N; Tharaka, S; Maurakirinathan, P; Jayasuriya, N";"Bandara, Eranga; Ng, Wee Keong; De Zoysa, Kasun; Fernando, Newton; Tharaka, Supun; Maurakirinathan, P.; Jayasuriya, Namal";Mystiko-Blockchain Meets Big Data
"Kolomytseva, A; Medvedeva, M; Lutfullaeva, M; Kolomiets, V";"Kolomytseva, Anna; Medvedeva, Marina; Lutfullaeva, Malika; Kolomiets, Vitaly";Application of Information Systems Aimed at Big Data Use in the Sphere of State Finance Management: Concept Scheme
"Govindan, K; Cheng, TCE; Mishra, N; Shukla, N";"Govindan, Kannan; Cheng, T. C. E.; Mishra, Nishikant; Shukla, Nagesh";Big data analytics and application for logistics and supply chain management
Stockmann, D;Stockmann, Daniela;Toward Area-Smart Data Science: Critical Questions for Working With Big Data From China
"Matuszak, MM; Fuller, CD; Yock, TI; Hess, CB; McNutt, T; Jolly, S; Gabriel, P; Mayo, CS; Thor, M; Caissie, A; Rao, A; Owen, D; Smith, W; Palta, J; Kapoor, R; Hayman, J; Waddle, M; Rosenstein, B; Miller, R; Choi, S; Moreno, A; Herman, J; Feng, M";"Matuszak, Martha M.; Fuller, Clifton D.; Yock, Torunn I.; Hess, Clayton B.; McNutt, Todd; Jolly, Shruti; Gabriel, Peter; Mayo, Charles S.; Thor, Maria; Caissie, Amanda; Rao, Arvind; Owen, Dawn; Smith, Wade; Palta, Jatinder; Kapoor, Rishabh; Hayman, James; Waddle, Mark; Rosenstein, Barry; Miller, Robert; Choi, Seungtaek; Moreno, Amy; Herman, Joseph; Feng, Mary";Performance/outcomes data and physician process challenges for practical big data efforts in radiation oncology
"Begum, SH; Nausheen, F";"Begum, Sayyada Hajera; Nausheen, Farha";A Comparative Analysis of Differential Privacy Vs other Privacy Mechanisms for Big Data
Shi, DH;Shi Donhe;Analysis of Applied Mathematics in Big Data Era
"Zhao, H; Hou, JR";"Zhao, Hui; Hou, Jianrong";Design Concerns for Industrial Big Data System in the Smart Factory Domain. from Product Lifecycle View
"Jia, YC; Tang, XF; Zhang, R";"Jia YaChao; Tang XianFang; Zhang Ru";Research on Intelligent Decision Platform and Key Technologies Based on Logistics Big Data
"Boubiche, S; Boubiche, DE; Bilami, A; Toral-Cruz, H";"Boubiche, Sabrina; Boubiche, Djallel Eddine; Bilami, Azeddine; Toral-Cruz, Homero";Big Data Challenges and Data Aggregation Strategies in Wireless Sensor Networks
Gao, B;Gao, Bo;Application Analysis of Big Data in Traffic Planning Industry
"Xu, SH; Liu, JP; Liu, MM; Zhang, FH; Qiu, AG";"Xu, Shenghua; Liu, Jiping; Liu, Mengmeng; Zhang, Fuhao; Qiu, Agen";GOVERNMENT GEOSPATIAL BIG DATA SERVICE FOR COMPREHENSIVE DECISION-MAKING
Hoffman, D;Hoffman, David;Privacy with Big Data: A Framework Completed Research
"Leung, CK; Zhang, H; Souza, J; Lee, W";"Leung, Carson K.; Zhang, Hao; Souza, Joglas; Lee, Wookey";Scalable Vertical Mining for Big Data Analytics of Frequent Itemsets
"Al Mayahi, S; Al-Badi, A; Tarhini, A";"Al Mayahi, Salma; Al-Badi, Ali; Tarhini, Ali";Exploring the Potential Benefits of Big Data Analytics in Providing Smart Healthcare
"La Torre, M; Dumay, J; Rea, MA";"La Torre, Matteo; Dumay, John; Rea, Michele Antonio";Breaching intellectual capital: critical reflections on Big Data security
"Tiwari, S; Wee, HM; Daryanto, Y";"Tiwari, Sunil; Wee, H. M.; Daryanto, Yosef";Big data analytics in supply chain management between 2010 and 2016: Insights to industries
"Guwalani, A; Phulwari, G; Singodia, D";"Guwalani, Ashish; Phulwari, Gaurav; Singodia, Dheeraj";Implementation of Big Data: A Comparative Study
Su, GX;Su, Guangxia;Study on the Effect of Big Data on Ideological and Political Education and its Application Strategy
"He, J; Qiao, L";"He, Juan; Qiao, Lin";Intellectual Property Risks and Protection Mechanisms of Big Data
Xu, Z;Xu, Zhang;Research On Enterprise Knowledge Unified Retrieval Based On Industrial Big Data
"Wang, LD; Jones, R";"Wang, Lidong; Jones, Randy";Big Data Analytics of Network Traffic and Attacks
"Hassna, G; Lowry, PB";"Hassna, Ghazwan; Lowry, Paul Benjamin";Big Data Capability, Customer Agility, and Organization Performance: A Dynamic Capability Perspective Completed Research
"Martone, M; Grethe, J";"Martone, Maryann; Grethe, Jeffrey";The Neuroscience Big Data Landscape and FAIR
Mazzi, GL;Mazzi, Gian Luigi;Using big data in official statistics: Why? When? How? What for?
"Zhang, L; Ma, ZH";"Zhang, Lu; Ma, Zenghui";The Rise of Big Data and Land Engineering Disciplines
Gao, L;Gao, Lu;Challenges and Opportunities for Domestic Media Industry in Era of Big Data
Brinch, M;Brinch, Morten;Understanding the value of big data in supply chain management and its business processes: Towards a conceptual framework
"Wang, C; Zhang, MM; Huang, GP; Dou, HX; Xu, MH";"Wang, Chong; Zhang, Mingming; Huang, Gaopan; Dou, Haoxiang; Xu, Menghan";Framework of Intelligent Analysis and Mining for Power Big Data
"Hueso, LC; Leon, IP; SanchezAcevedo, ME; Avila, JT; Vega, JV";"Hueso, LC; Leon, IP; SanchezAcevedo, ME; Avila, JT; Vega, JV";Derecho y Big Data
Cuzzocrea, A;Cuzzocrea, Alfredo;Scalable Privacy-Preserving Big Data Management and Analytics: Where We Are and Where We Are Going
"Zerdoumi, S; Sabri, AQM; Kamsin, A; Hashem, IAT; Gani, A; Hakak, S; Al-Garadi, MA; Chang, V";"Zerdoumi, Saber; Sabri, Aznul Qalid Md; Kamsin, Amirrudin; Hashem, Ibrahim Abaker Targio; Gani, Abdullah; Hakak, Saqib; Al-garadi, Mohammed Ali; Chang, Victor";Image pattern recognition in big data: taxonomy and open challenges: survey
"Mito, M; Murata, K; Eguchi, D; Mori, Y; Toyonaga, M";"Mito, Masataka; Murata, Kenya; Eguchi, Daisuke; Mori, Yuichiro; Toyonaga, Masahiko";A Data Reconstruction Method for The Big-Data Analysis
Cao, SS;Cao Shaosen;The Study of Learner Autonomy in Foreign Language Learning in Big Data Era
"Inoubli, W; Aridhi, S; Mezni, H; Maddouri, M; Nguifo, EM";"Inoubli, Wissem; Aridhi, Sabeur; Mezni, Haithem; Maddouri, Mondher; Nguifo, Engelbert Mephu";An experimental survey on big data frameworks
Desai, PV;Desai, Palak V.;A survey on big data applications and challenges
"Kaur, MJ; Mishra, VP";"Kaur, Maninder Jeet; Mishra, Ved P.";Analysis of Big Data Cloud Computing Environment on Healthcare Organizations by implementing Hadoop Clusters
"Sapienza, S; Palmirani, M";"Sapienza, Salvatore; Palmirani, Monica";Emerging Data Governance Issues in Big Data Applications for Food Safety
"Tian, HX; Wang, HG; Zhou, K; Shi, MT; Li, HS; Xu, ZP; Kang, TF; Li, J; Cai, YQ";"Tian Hongxun; Wang Honggang; Zhou Kun; Shi Mingtai; Li Haosong; Xu Zhongping; Kang Taifeng; Li Jin; Cai Yaqi";Data Quality Assessment for On-line Monitoring and Measuring System of Power Quality Based on Big Data and Data Provenance Theory
Wei, Z;Wei, Zhu;Research on Innovation and Entrepreneurship Education in the Context of Big Data
"Wang, ZJ; Mao, SW; Yang, LY; Tang, PP";"Wang, Zaijian; Mao, Shiwen; Yang, Lingyun; Tang, Pingping";A Survey of Multimedia Big Data
"Smyth, KB; Croxton, KL; Franklin, R; Knemeyer, AM";"Smyth, Kevin B.; Croxton, Keely L.; Franklin, Rod; Knemeyer, A. Michael";Thirsty in an Ocean of Data? Pitfalls and Practical Strategies When Partnering With Industry on Big Data Supply Chain Research
"Signorelli, S; Biffignandi, S";"Signorelli, Serena; Biffignandi, Silvia";From Big Data to Information: Statistical Issues Through a Case Study
"Coyne, EM; Coyne, JG; Walker, KB";"Coyne, Emily M.; Coyne, Joshua G.; Walker, Kenton B.";Big Data information governance by accountants
"Zhou, LQ; Gu, WH; Huang, C; Huang, AJ; Bai, YB";"Zhou, Linqi; Gu, Weihong; Huang, Cheng; Huang, Aijun; Bai, Yongbin";Research on Information Security in Big Data Era
"Yildiz, O; Zhou, AC; Ibrahim, S";"Yildiz, Orcun; Zhou, Amelie Chi; Ibrahim, Shadi";Improving the Effectiveness of Burst Buffers for Big Data Processing in HPC Systems with Eley
"de Almeida, LB; de Almeida, EC; Murphy, J; De Grande, RE; Ventresque, A";"de Almeida, Leandro Batista; de Almeida, Eduardo Cunha; Murphy, John; De Grande, Robson E.; Ventresque, Anthony";BigDataNetSim: A Simulator for Data and Process Placement in Large Big Data Platforms
Austin, CC;Austin, Claire C.;A Path to Big Data Readiness
Podaci, V;Petrovic, Jelisaveta;Big Data - a Big Deal for Sociology?
Zhu, HB;Zhu, Haibin;Big Data and Collaboration Research Creating Real Big Data
"Volpini, NDO; Balzana, GM; Guedes, D";"Volpini, Nestor D. O.; Balzana, Guilherme M.; Guedes, Dorgival";Performance and energy consumption aspects in migrating big data systems to the cloud
"Becerra, J; Hueso, LC; Leon, IP; Sanchez-Acevedo, ME; Avila, JT; Vega, JV";"Becerra, Jairo; Cotino Hueso, Lorenzo; Patricia Leon, Ivonne; Emilio Sanchez-Acevedo, Marco; Torres Avila, Jheison; Velandia Vega, John";Law and big data CONCLUSIONS
Ye, JP;Ye, Jieping;Big Data at Didi Chuxing
Jiang, S;Jiang, Shi;Machine Learning Research in Big Data Environment
Gurcan, F;Gurcan, Fatih;Major Research Topics in Big Data: A Literature Analysis from 2013 to 2017 Using Probabilistic Topic Models
"Lu, JM; Zhang, M";"Lu, Junmeng; Zhang, Mu";Research on Evaluation of Guizhou Big Data Industry Development Level Based on Intuitionistic Fuzzy Analytic Hierarchy Process
"Mooney, SJ; Pejaver, V";"Mooney, Stephen J.; Pejaver, Vikas";Big Data in Public Health: Terminology, Machine Learning, and Privacy
Liu, H;Liu, Huan;Beyond the Scale of Big Data
"Cobb, AN; Benjamin, AJ; Huang, ES; Kuo, PC";"Cobb, Adrienne N.; Benjamin, Andrew J.; Huang, Erich S.; Kuo, Paul C.";Big data: More than big data sets
"Hegazi, MO; Saini, DK; Zia, K";"Hegazi, Mohamed Osman; Saini, Dinesh Kumar; Zia, Kashif";Moving from Heterogeneous Data Sources to Big Data: Interoperability and Integration Issues
"Aftab, U; Siddiqui, GF";"Aftab, Umar; Siddiqui, Ghazanfar Farooq";Big Data Augmentation with Data Warehouse: A Survey
"Aftab, U; Siddiqui, GF";"Aftab, Umar; Siddiqui, Ghazanfar Farooq";Big Data Augmentation with Data Warehouse: A Survey
Dutta, P;Dutta, Palash;An uncertainty measure and fusion rule for conflict evidences of big data via Dempster-Shafer theory
"Mejri, S; Touati, H; Kamoun, F";"Mejri, Safa; Touati, Haifa; Kamoun, Farouk";Are NDN congestion control solutions compatible with Big Data traffic?
