Author short Names;authors;articles
"Sciascia, S; Radin, M";"Sciascia, S.; Radin, M.";WHAT CAN GOOGLE TRENDS CAN TELL US ABOUT A DISEASE? BIG DATA TRENDS ANALYSIS IN SYSTEMIC LUPUS ERYTHEMATOSUS
"Seuss, H; Dankerl, P; Ihle, M; Uder, M";"Seuss, H.; Dankerl, P.; Ihle, M.; Uder, Michael";Semi-automated De-identification of German Content Sensitive Reports for Big Data Analytics (vol 189, pg 661, 2017)
"Zhu, JY; Sun, CX; Li, VOK";"Zhu, Julie Yixuan; Sun, Chenxi; Li, Victor O. K.";An Extended Spatio-Temporal Granger Causality Model for Air Quality Estimation with Heterogeneous Urban Big Data
"Cinaroglu, S; Baser, O";"Cinaroglu, S.; Baser, O.";THE ROLE OF STAKEHOLDER ENGAGEMENT IN E-HEALTH AND THE USE OF BIG DATA TO PREDICT HEALTH OUTCOMES
"Messerlian, C; Plaku-Alakbarova, B; Lange, A; Yeh, J; Toth, TL; Hauser, R";"Messerlian, C.; Plaku-Alakbarova, B.; Lange, A.; Yeh, J.; Toth, T. L.; Hauser, R.";SELF-REPORTED HOME AND WORK STRESS AND TRYING TO CONCEIVE - USING BIG DATA IN THE STUDY OF INFERTILITY.
"Bavaria, JE; Fukuhara, S; Desai, ND";"Bavaria, Joseph E.; Fukuhara, Shinichi; Desai, Nimesh D.";Thoracic aortic surgery enters the era of big data
Li, JF;Li Jingfu;Modeling and Prediction of Network Security Situation in Big Data Environment
"Igoe, A; Roller, BA; Elangovan, A; Kaelber, KL; Kaelber, D";"Igoe, Ann; Roller, Bryan A.; Elangovan, Abbinaya; Kaelber, Kristin L.; Kaelber, David";A Case Series of Gout and Downs Syndrome - a New Paradigm for Detecting Disease Associations Using Big Data
"Zhang, BW; Zhang, ZH";"Zhang, Bingwen; Zhang, Zhongheng";Association between Nutrition Risk in Critically Ill score and mortality may be mediated by nutritional therapy
Cappello, L;Cappello, Lawrence;Big Iron and the Small Government: On the History of Data Collection and Privacy in the United States
"Raja, K; Hanifa, SM";"Raja, K.; Hanifa, Sabibullah Mohamed";Bigdata Driven Cloud Security: A Survey
"Chen, JC; Xue, YZ";"Chen, Jinchuan; Xue, Yunzhi";Bootstrapping a Blockchain Based Ecosystem for Big Data Exchange
"Mayo, CS; Matuszak, MM; Schipper, MJ; Jolly, S; Hayman, JA; Ten Haken, RK";"Mayo, Charles S.; Matuszak, Martha M.; Schipper, Matthew J.; Jolly, Shruti; Hayman, James A.; Ten Haken, Randall K.";Big Data in Designing Clinical Trials: Opportunities and Challenges
"Wang, C; Wang, Y; Wang, KS; Dong, Y; Zhou, XL; Wang, SH";"Wang, Chen; Wang, Yi; Wang, KeSheng; Dong, Yao; Zhou, Xueling; Wang, Shenghuai";Cutting parameters optimization based on ITLBO algorithm with big data driven
"Hu, H; Galea, S; Rosella, L; Henry, D";"Hu, Howard; Galea, Sandro; Rosella, Laura; Henry, David";Big Data and Population Health Focusing on the Health Impacts of the Social, Physical, and Economic Environment
"Chowdhury, R; Babu, MR; Mishra, V; Jain, H";"Chowdhury, Rahul; Babu, Rajasekhara M.; Mishra, Vatsal; Jain, Harshit";Regular Expressions in Big Data Analytics
"Kwon, D; Park, S; Ryu, JT";"Kwon, Donghwoon; Park, Suwoo; Ryu, Jeong-Tak";A Study on Big Data Thinking of the Internet of Things-Based Smart-Connected Car in Conjunction with Controller Area Network Bus and 4G-Long Term Evolution
"Jungherr, A; Theocharis, Y";"Jungherr, Andreas; Theocharis, Yannis";The empiricist's challenge: Asking meaningful questions in political science in the age of big data
"Stergiou, C; Psannis, KE";"Stergiou, Christos; Psannis, Kostas E.";Efficient and secure BIG data delivery in Cloud Computing
"Sethi, KK; Ramesh, D";"Sethi, Krishan Kumar; Ramesh, Dharavath";HFIM: a Spark-based hybrid frequent itemset mining algorithm for big data processing
"Mei, Y; Yang, JP; Qian, CN";"Mei, Yan; Yang, Jun-Ping; Qian, Chao-Nan";For robust big data analyses: a collection of 150 important pro-metastatic genes
"Huh, JH; Kim, HB; Kim, J";"Huh, Jun-Ho; Kim, Han-Byul; Kim, Jinmo";A Method of Modeling of Basic Big Data Analysis for Korean Medical Tourism: A Machine Learning Approach Using Apriori Algorithm
"Saenko, I; Kotenko, I; Kushnerevich, A";"Saenko, Igor; Kotenko, Igor; Kushnerevich, Alexey";Parallel Processing of Big Heterogeneous Data for Security Monitoring of IoT Networks
"Lin, WW; Wu, ZM; Lin, LX; Wen, AZ; Li, J";"Lin, Weiwei; Wu, Ziming; Lin, Longxin; Wen, Angzhan; Li, Jin";An Ensemble Random Forest Algorithm for Insurance Big Data Analysis
"Chamnan, P; Konepan, P; Arayawichanont, A; Boongird, P; Laptikultham, S; Nitiyanant, W; Aekplakorn, W";"Chamnan, Parinya; Konepan, Panpaporn; Arayawichanont, Arkhom; Boongird, Prasert; Laptikultham, Somsak; Nitiyanant, Wannee; Aekplakorn, Wichai";Derivation and Validation of Simple Stroke Risk Score in a Thai Population
Leeuw, HBM;Leeuw, H. B. M.;Using Big Data to Study Digital Piracy and the Copyright Alert System
"Yang, CT; Chen, ST; Yan, YZ";"Yang, Chao-Tung; Chen, Shuo-Tsung; Yan, Yin-Zhen";The implementation of a cloud city traffic state assessment system using a novel big data architecture
"Pawar, SH; Thakore, D";"Pawar, Supriya Haribhau; Thakore, Devendrasingh";AN ASSESSMENT MODEL TO EVALUATING THE QUALITY OF SOCIAL MEDIA DATA USING QUALITY ATTRIBUTES FOR IMPROVING BUSINESS DECISION MAKING
"Matney, SA; Settergren, T; Carrington, JM; Richesson, RL; Sheide, A; Westra, BL";"Matney, Susan A.; Settergren, Theresa (Tess); Carrington, Jane M.; Richesson, Rachel L.; Sheide, Amy; Westra, Bonnie L.";Standardizing Physiologic Assessment Data to Enable Big Data Analytics
Johnson, V;Johnson, Vanessa;Leveraging Technical Library Expertise for Big Data Management
"Babar, M; Arif, F";"Babar, Muhammad; Arif, Fahim";Smart Urban Planning using Big Data Analytics based Internet of Things
"Butler, J; Fonseca, E; Yang, M; Manzi, MA; Patel, MJ; Hess, GP; Rhodes, T; Givertz, MM";"Butler, Javed; Fonseca, Eileen; Yang, Mei; Manzi, Massimiliano A.; Patel, Mahesh J.; Hess, Gregory P.; Rhodes, Thomas; Givertz, Michael M.";Real World Treatment Patterns of US Patients With Worsening Chronic Heart Failure: Evidence From Linked PINNACLE Registry and Claims Data
"Lescroart, M; Sorbets, E; Goudot, FX; Garnier, N; Dubois, N; Copin, G; Betraoui, A; Schwoerer, M; Szosteek, A; Bonnivard, V; Charnaux, N; Meune, C";"Lescroart, M.; Sorbets, E.; Goudot, F. X.; Garnier, N.; Dubois, N.; Copin, G.; Betraoui, A.; Schwoerer, M.; Szosteek, A.; Bonnivard, V.; Charnaux, N.; Meune, C.";Natriuretic peptides are mainly measured in elderlies, but remain largely underused and sometimes misused: results of big data analysis
Saukko, P;Saukko, Paula;Shifting metaphors in direct-to-consumer genetic testing: from genes as information to genes as big data
"Zhang, JW; Zhang, Y; Hu, QC; Tian, HL; Xing, CX";"Zhang, Jinwei; Zhang, Yong; Hu, Qingcheng; Tian, Hongliang; Xing, Chunxiao";A Big Data Analysis Platform for Healthcare on Apache Spark
"Deng, L; Tan, Q; Jin, T; Jiang, K; Guo, J; Yang, X; Huang, W; Sun, L; Xia, Q";"Deng, L.; Tan, Q.; Jin, T.; Jiang, K.; Guo, J.; Yang, X.; Huang, W.; Sun, L.; Xia, Q.";Hospital Admission for Acute Pancreatitis in a Chinese Population, 2011-2014: Big Data Analytics of Incidence and Hospital Expenses
"Woehrle, H; Liu, D; Armitstead, J; Benjafield, A; Malhotra, A; Cistulli, P; Pepin, JL";"Woehrle, H.; Liu, D.; Armitstead, J.; Benjafield, A.; Malhotra, A.; Cistulli, P.; Pepin, J. -L.";Trajectories Of Central Sleep Apnea During Continuous Positive Airway Pressure And Association With Therapy Termination: A Big Data Analysis
"Siddique, K; Akhtar, Z; Lee, HG; Kim, W; Kim, Y";"Siddique, Kamran; Akhtar, Zahid; Lee, Haeng-gon; Kim, Woongsup; Kim, Yangwoo";Toward Bulk Synchronous Parallel-Based Machine Learning Techniques for Anomaly Detection in High-Speed Big Data Networks
Schwanen, T;Schwanen, Tim;Geographies of transport II: Reconciling the general and the particular
"Sheng, CY; Keong, PK";"Sheng, Chai Yit; Keong, Phang Keat";Beyond Map-Reduce: LATNODE - A New Programming Paradigm for Big Data Systems
"Turuk, AK; Sahoo, B; Addya, SK";"Turuk, Ashok Kumar; Sahoo, Bibhudatta; Addya, Sourav Kanti";Resource Management and Efficiency in Cloud Computing Environments Preface
"Olivola, CY; Chater, N";"Olivola, Christopher Y.; Chater, Nick";DECISION BY SAMPLING Connecting Preferences to Real-World Regularities
"Wu, JJ; Wu, Z; Cao, J; Liu, HF; Chen, GQ; Zhang, YC";"Wu, Junjie; Wu, Zhiang; Cao, Jie; Liu, Hongfu; Chen, Guoqing; Zhang, Yanchun";Fuzzy Consensus Clustering With Applications on Big Data
"Diallo, S; Durak, U; Mustafee, N; Mittal, S";"Diallo, Saikou; Durak, Umut; Mustafee, Navonil; Mittal, Saurabh";Special issue on modeling and simulation in the era of big data and cloud computing: theory, framework and tools
"Kaddi, SS; Patil, MM";"Kaddi, Shweta S.; Patil, Malini M.";Pharma Data Analytics : An Emerging Trend
"Zhang, WY; Zhang, ZJ; Chao, HC";"Zhang, Wenyu; Zhang, Zhenjiang; Chao, Han-Chieh";Cooperative Fog Computing for Dealing with Big Data in the Internet of Vehicles: Architecture and Hierarchical Resource Management
"Asamoah, DA; Sharda, R; Zadeh, AH; Kalgotra, P";"Asamoah, Daniel Adomako; Sharda, Ramesh; Zadeh, Amir Hassan; Kalgotra, Pankush";Preparing a Data Scientist: A Pedagogic Experience in Designing a Big Data Analytics Course
"Yazici, I; Beyca, OF; Zaim, S";"Yazici, Ibrahim; Beyca, Omer Faruk; Zaim, Selim";Clustering Techniques Within Service Sector
"Fu, R; Gao, F; Zeng, R; Hu, J; Luo, Y; Qu, L";"Fu, Rui; Gao, Feng; Zeng, Rong; Hu, Jun; Luo, Yi; Qu, Lu";Big Data and Cloud Computing Platform for Energy Internet
"Garbervetsky, D; Pavlinovic, Z; Barnett, M; Musuvathi, M; Mytkowicz, T; Zoppi, E";"Garbervetsky, Diego; Pavlinovic, Zvonimir; Barnett, Michael; Musuvathi, Madanlan; Mytkowicz, Todd; Zoppi, Edgardo";Static Analysis for Optimizing Big Data Queries
"Deiner, MS; Lietman, TM; Porco, TC";"Deiner, Michael S.; Lietman, Thomas M.; Porco, Travis C.";Uncertainties in Big Data When Using Internet Surveillance Tools and Social Media for Determining Patterns in Disease Incidence Reply
"Kyriazis, D; Autexier, S; Brondino, I; Boniface, M; Donat, L; Engen, V; Fernandez, R; Jimenez-Peris, R; Jordan, B; Jurak, G; Kiourtis, A; Kosmidis, T; Lustrek, M; Maglogiannis, I; Mantas, J; Martinez, A; Mavrogiorgou, A; Menychtas, A; Montandon, L; Nechifor, CS; Nifakos, S; Papageorgiou, A; Patino-Martinez, M; Perez, M; Plagianakos, V; Stanimirovic, D; Starc, G; Tomson, T; Torelli, F; Traver-Salcedo, V; Vassilacopoulos, G; Wajid, U";"Kyriazis, Dimosthenis; Autexier, Serge; Brondino, Ivan; Boniface, Michael; Donat, Lucas; Engen, Vegard; Fernandez, Rafael; Jimenez-Peris, Ricardo; Jordan, Blanca; Jurak, Gregor; Kiourtis, Athanasios; Kosmidis, Thanos; Lustrek, Mitja; Maglogiannis, Ilias; Mantas, John; Martinez, Antonio; Mavrogiorgou, Argyro; Menychtas, Andreas; Montandon, Lydia; Nechifor, Cosmin-Septimiu; Nifakos, Sokratis; Papageorgiou, Alexandra; Patino-Martinez, Marta; Perez, Manuel; Plagianakos, Vassilis; Stanimirovic, Dalibor; Starc, Gregor; Tomson, Tanja; Torelli, Francesco; Traver-Salcedo, Vicente; Vassilacopoulos, George; Wajid, Usman";CrowdHEALTH: Holistic Health Records and Big Data Analytics for Health Policy Making and Personalized Health
"Ruff, CT; Lacoste, A; Nordio, F; Fanola, CL; Silverman, MG; Argentinis, E; Spangler, S; Sabatine, MS";"Ruff, Christian T.; Lacoste, Alix; Nordio, Francesco; Fanola, Christina L.; Silverman, Michael G.; Argentinis, Elenee; Spangler, Scott; Sabatine, Marc S.";Classification of Cardiovascular Proteins Involved in Coronary Atherosclerosis and Heart Failure Using Watson's Cognitive Computing Technology
"Nelson, JR; Mehan, MR; Alexander, LE; Gill, RD";"Nelson, John R.; Mehan, Michael R.; Alexander, Leigh E.; Gill, Rosalynn D.";Eicosapentaenoic Acid and the Eicosapentaenoic Acid/Arachidonic Acid Ratio is Associated With Prevalent Diabetes
"Zhang, LY; Lan, CY; Qi, F; Wu, P";"Zhang, Lingyun; Lan, Chaoying; Qi, Fei; Wu, Ping";Development pattern, classification and evaluation of the tourism academic community in China in the last ten years: From the perspective of big data of articles of tourism academic journals
"Paranthaman, R; Thuraisingham, B";"Paranthaman, Ramkumar; Thuraisingham, Bhavani";Malware Collection and Analysis
Wright, N;Wright, Natalie;OPTIMIZE YOUR GREATEST ASSET-YOUR PEOPLE: HOW TO APPLY ANALYTICS TO BIG DATA TO IMPROVE YOUR HUMAN CAPITAL INVESTMENTS
"Dunning, MJ; Vowler, SL; Lalonde, E; Ross-Adams, H; Boutros, P; Mills, IG; Lynch, AG; Lamb, AD";"Dunning, Mark J.; Vowler, Sarah L.; Lalonde, Emilie; Ross-Adams, Helen; Boutros, Paul; Mills, Ian G.; Lynch, Andy G.; Lamb, Alastair D.";Mining Human Prostate Cancer Datasets: The camcAPP Shiny App
"McQuay, C; Sattar, F; Driessen, PF";"McQuay, Colter; Sattar, Farook; Driessen, Peter F.";Deep Learning for Hydrophone Big Data
"Loukissas, Y; Pollock, A";"Loukissas, Yanni; Pollock, Anne";After Big Data Failed: The Enduring Allure of Numbers in the Wake of the 2016 US Election
"Jendryke, M; Balz, T; Liao, MS";"Jendryke, Michael; Balz, Timo; Liao, Mingsheng";Big location-based social media messages from China's Sina Weibo network: Collection, storage, visualization, and potential ways of analysis
Taylor, L;Taylor, Linnet;Safety in Numbers? Group Privacy and Big Data Analytics in the Developing World
Mullin, R;Mullin, Rick;Partnership applies deep learning to very big data GlaxoSmithKline teams with government labs on computational models for drug discovery
"Abdullah, MF; Ibrahim, M; Zulkifli, H";"Abdullah, Mohammad Fikry; Ibrahim, Mardhiah; Zulkifli, Harlisa";Resolving the Misconceptions on Big Data Analytics Implementation through Government Research Institute in Malaysia
"Bakhouya, M; NaitMalek, Y; Elmouatamid, A; Lachhab, F; Berouine, A; Boulmrharj, S; Ouladsine, R; Felix, V; Zinedine, K; Khaidar, M; Elkamoune, N";"Bakhouya, M.; NaitMalek, Y.; Elmouatamid, A.; Lachhab, F.; Berouine, A.; Boulmrharj, S.; Ouladsine, R.; Felix, V.; Zinedine, K.; Khaidar, M.; Elkamoune, N.";Towards a Context-Driven Platform using IoT and Big Data Technologies for Energy Efficient Buildings
"Golov, N; Ronnback, L";"Golov, Nikolay; Ronnback, Lars";Big Data normalization for massively parallel processing databases
"Lu, ZH; Wang, XY; Wu, J; Hung, PCK";"Lu, Zhihui; Wang, Xueying; Wu, Jie; Hung, Patrick C. K.";InSTechAH: Cost-effectively autoscaling smart computing hadoop cluster in private cloud
"Jang, SB; Ko, YW";"Jang, Sung-Bong; Ko, Young-Woong";Efficient multimedia big data anonymization
"Chang, BR; Lee, YD; Liao, PH";"Chang, Bao Rong; Lee, Yun-Da; Liao, Po-Hao";Development of Multiple Big Data Analytics Platforms with Rapid Response
"Sabtu, A; Azmi, NFM";"Sabtu, Adilah; Azmi, Nurulhuda Firdaus Mohd";ENHANCING SECURITY ELEMENTS FOR MAPREDUCE PROCESSING WITH WHITELIST
"Taliaz, D; Averbuch, D; Fuchs, G; Teltsh, O";"Taliaz, Dekel; Averbuch, Dana; Fuchs, Gilad; Teltsh, Omri";APPLYING BIG DATA ANALYTIC METHODS IN THE DESIGN OF PREDICTION ALGORITHMS FOR EFFICACY AND ADVERSE EFFECTS OF PSYCHIATRIC MEDICATIONS
"Zhang, MM; Wo, TY; Xie, T; Lin, XL; Liu, YX";"Zhang, Mingming; Wo, Tianyu; Xie, Tao; Lin, Xuelian; Liu, Yaxiao";CarStream: An Industrial System of Big Data Processing for Internet-of-Vehicles
"Mann, M; Smith, M";"Mann, Monique; Smith, Marcus";AUTOMATED FACIAL RECOGNITION TECHNOLOGY: RECENT DEVELOPMENTS AND APPROACHES TO OVERSIGHT
"Nizam-Uddin, N; Alkadri, W; Malik, WA; Elshafiey, I; Sheta, AF";"Nizam-Uddin, N.; Alkadri, Wazie; Malik, Waqar Ahmad; Elshafiey, Ibrahim; Sheta, Abdel Fattah";Towards Wideband Hyperthermia Treatment System
"Zhou, J; Wu, GP; Tu, MS; Wang, B; Zhang, Y; Yan, YH";"Zhou, Jun; Wu, Guiping; Tu, Manshu; Wang, Bing; Zhang, Yan; Yan, Yonghong";Predicting the Popularity of Messages Based on Big Data
"Vuppala, SK; Dinesh, MS; Viswanathan, S; Ramachandran, G; Bussa, N; Geetha, M";"Vuppala, Sunil Kumar; Dinesh, M. S.; Viswanathan, Sreramkumar; Ramachandran, Ganesan; Bussa, Nagaraju; Geetha, M.";Cloud based big data platform for image analytics
"Liu, S; Si, PB; Xu, MH; He, Y; Zhang, YH";"Liu, Shuo; Si, Pengbo; Xu, Minghui; He, Yu; Zhang, Yanhua";Edge Big Data-Enabled Low-Cost Indoor Localization Based on Bayesian Analysis of RSS
"Ma, ZY; Xie, JY; Li, HL; Sun, Q; Si, ZW; Zhang, JH; Guo, J";"Ma, Zhanyu; Xie, Jiyang; Li, Hailong; Sun, Qie; Si, Zhongwei; Zhang, Jianhua; Guo, Jun";The Role of Data Analysis in the Development of Intelligent Energy Networks
"Custers, B; Bachlechner, D";"Custers, Bart; Bachlechner, Daniel";Advancing the EU data economy: Conditions for realizing the full potential of data reuse
Kim, JH;Kim, Jin Ho;A Review of Cyber-Physical System Research Relevant to the Emerging IT Trends: Industry 4.0, IoT, Big Data, and Cloud Computing
"He, DB; Kumar, N; Wang, HQ; Wang, LN; Choo, KKR";"He, Debiao; Kumar, Neeraj; Wang, Huaqun; Wang, Lina; Choo, Kim-Kwang Raymond";Privacy-preserving certificateless provable data possession scheme for big data storage on cloud
"Kim, SJ; Marsch, LA; Hancock, JT; Das, AK";"Kim, Sunny Jung; Marsch, Lisa A.; Hancock, Jeffrey T.; Das, Amarendra K.";Scaling Up Research on Drug Abuse and Addiction Through Social Media Big Data
"Javed, MH; Lu, XY; Panda, DK";"Javed, M. Haseeb; Lu, Xiaoyi; Panda, Dhabaleswar K. (DK)";Characterization of Big Data Stream Processing Pipeline: A Case Study using Flink and Kafka
"Salas-Olmedo, MH; Quezada, CR";"Henar Salas-Olmedo, Maria; Rojas Quezada, Carolina";The use of public spaces in a medium-sized city: from Twitter data to mobility patterns
"Wang, ZL; Fan, LY; Zhou, RB; Wang, LB";"Wang, Zuliang; Fan, Lingyan; Zhou, Robin; Wang, Libin";Application of solid-state storage in big data processing of products traceability
"Thakshila, C; Asanka, PPGD";"Thakshila, C.; Asanka, P. P. G. D.";Recommending a Model to Forecast Sri Lanka Wholesale Price Index Using Big Data Analytics
"Chen, PF; Qi, Y; Hou, D";"Chen, Pengfei; Qi, Yong; Hou, Di";InvarNet-X: A Black-Box Invariant-Based Approach to Diagnosing Big Data Systems
"Casas, P; Vanerio, J";"Casas, Pedro; Vanerio, Juan";Super Learning for Anomaly Detection in Cellular Networks
"Yang, CT; Chen, CJ; Chen, TY";"Yang, Chao-Tung; Chen, Cai-Jin; Chen, Tzu-Yang";Implementation of Ceph Storage with Big Data for Performance Comparison
"Xu, GX; Gao, SY; Daneshmand, M; Wang, CG; Liu, YB";"Xu, Guangxia; Gao, Shiyi; Daneshmand, Mahmoud; Wang, Chonggang; Liu, Yanbing";A SURVEY FOR MOBILITY BIG DATA ANALYTICS FOR GEOLOCATION PREDICTION
"Jasek, R; Krayem, S; Zacek, P";"Jasek, Roman; Krayem, Said; Zacek, Petr";Big Data Process Advancement
"Chen, CH; Chen, CY; Hsia, CH; Wu, GX";"Chen, Ching-Han; Chen, Ching-Yi; Hsia, Chih-Hsien; Wu, Guan-Xin";Efficient Vision-based Smart Meter Reading Network
"Hu, YJ; Huang, SW";"Hu, Yuh-Jong; Huang, Shu-Wei";Challenges of Automated Machine Learning on Causal Impact Analytics for Policy Evaluation
"Kaur, K; Syed, A; Mohammad, A; Halgamuge, MN";"Kaur, Kamalpreet; Syed, Ali; Mohammad, Azeem; Halgamuge, Malka N.";Review: An Evaluation of Major Threats in Cloud Computing Associated with Big Data
"Figueroa, JLP; Perez, CV";"Penaloza Figueroa, J. L.; Vargas Perez, C.";BIG-DATA and the Challenges for Statistical Inference and Economics Teaching and Learning
"Lee, M; Shin, S; Hong, S; Song, SK";"Lee, Mikyoung; Shin, Sungho; Hong, Seungkyun; Song, Sa-kwang";BAIPAS: Distributed Deep Learning Platform with Data Locality and Shuffling
"Purawat, S; Cowart, C; Amaro, RE; Altintas, I";"Purawat, Shweta; Cowart, Charles; Amaro, Rommie E.; Altintas, Ilkay";Biomedical Big Data Training Collaborative (BBDTC): An effort to bridge the talent gap in biomedical science and research
"Duncan, B; Whittington, M; Chang, V";"Duncan, Bob; Whittington, Mark; Chang, Victor";Enterprise Security and Privacy: Why Adding IoT and Big Data Makes It So Much More Difficult
"Wu, KJ; Liao, CJ; Tseng, ML; Lim, MK; Hu, JY; Tan, KH";"Wu, Kuo-Jui; Liao, Ching-Jong; Tseng, Ming-Lang; Lim, Ming K.; Hu, Jiayao; Tan, Kimhua";Toward sustainability: using big data to explore the decisive attributes of supply chain risks and uncertainties
"Frisk, JE; Bannister, F";"Frisk, Jane Elisabeth; Bannister, Frank";Improving the use of analytics and big data by changing the decision-making culture A design approach
Li, J;Li, Jian;Research on Innovation and Development of Enterprise Salary Performance Management in the Era of Large Data
"Yang, J; Cheng, CX; Shen, S; Yang, SL";"Yang, Jing; Cheng, Changxiu; Shen, Shi; Yang, Shanli";Comparison of Complex Network Analysis Software: Citespace, SCI2 and Gephi
"Kalid, S; Syed, A; Mohammad, A; Halgamuge, MN";"Kalid, Sultana; Syed, Ali; Mohammad, Azeem; Halgamuge, Malka N.";Big-Data NoSQL Databases: A Comparison and Analysis of Big-Table, DynamoDB, and Cassandra
Cappella, JN;Cappella, Joseph N.;Vectors into the Future of Mass and Interpersonal Communication Research: Big Data, Social Media, and Computational Social Science
"Zhang, ZS; Zhang, YY";"Zhang Zai-sheng; Zhang Yi-ye";Reconstruction of Government Audit System in Big Data Era-Take the Reform of Tianjin Audit System as an Example
"Soumya, CV; Ahmed, M";"Soumya, C. V.; Ahmed, Muzameel";Enhancing Time Performance by Job Commonality Feature: Hadoop
"Potluri, R; Bainey, KR; Carter, PR; Uppal, H; Welsh, RC; Vo, MN";"Potluri, R.; Bainey, K. R.; Carter, P. R.; Uppal, H.; Welsh, R. C.; Vo, M. N.";Risk factors, predictors and outcomes of chronic total occlusions in ischaemic heart disease: big data from the UK ACALM registry
"Al-Ali, AR; Zualkernan, IA; Rashid, M; Gupta, R; AliKarar, M";"Al-Ali, A. R.; Zualkernan, Imran A.; Rashid, Mohammed; Gupta, Ragini; AliKarar, Mazin";A Smart Home Energy Management System Using IoT and Big Data Analytics Approach
"Andrade, CS; Santos, MY";"Andrade, Carina Sofia; Santos, Maribel Yasmina";Sentiment Analysis with Text Mining in Contexts of Big Data
"Assahli, S; Berrada, M; Chenouni, D";"Assahli, Salama; Berrada, Mohammed; Chenouni, Driss";Data preprocessing from Internet Of Things -Comparative study-
"Jia, QH; Li, C; Gao, DL";"Jia, Qian-Hui; Li, Chen; Gao, De Long";Study on the Application of Data Visualization in Public Administration
"Rafferty, J; Synnott, J; Ennis, A; Nugent, C; McChesney, I; Cleland, I";"Rafferty, Joseph; Synnott, Jonathan; Ennis, Andrew; Nugent, Chris; McChesney, Ian; Cleland, Ian";SensorCentral: A Research Oriented, Device Agnostic, Sensor Data Platform
"Seddon, JJJM; Currie, WL";"Seddon, Jonathan J. J. M.; Currie, Wendy L.";A model for unpacking big data analytics in high-frequency trading
Hoeren, T;Hoeren, Thomas;Big data and the legal framework for data quality
"Fu, TC; Hung, YK; Chung, FL";"Fu, Tak-chung; Hung, Ying-kit; Chung, Fu-lai";Improvement Algorithms of Perceptually Important Point Identification for Time Series Data Mining
"Tamura, Y; Yamada, S";"Tamura, Yoshinobu; Yamada, Shigeru";Dependability Analysis Tool Based on Multi-Dimensional Stochastic Noisy Model for Cloud Computing with Big Data
"Song, W; Li, ZD; Wang, YQ; Zhang, XL; Ren, WX; Xu, ZX; Zhang, XQ";"Song Wei; Li Zhen-dong; Wang Yu-qiang; Zhang Xin-lei; Ren Wen-xue; Xu Zi-xuan; Zhang Xue-qing";Deep Development and Technology Application Based on Electric Big Data
"Grinberger, AY; Lichter, M; Felsenstein, D";"Grinberger, A. Yair; Lichter, Michal; Felsenstein, Daniel";Dynamic Agent Based Simulation of an Urban Disaster Using Synthetic Big Data
"Xie, HL; He, YF; Xie, X";"Xie, Hualin; He, Yafen; Xie, Xue";Exploring the factors influencing ecological land change for China's Beijing-Tianjin-Hebei Region using big data
"Jiang, LN; Qian, YT; Sun, YJ";"Jiang, Lei-Na; Qian, Yun-Tao; Sun, Yan-Jiang";Research on Chinese Semantic Role Labeling Based on Ocean Big Data
"Benelallam, A; Hartmann, T; Mouline, L; Fouquet, F; Bourcier, J; Barais, O; Le Traon, Y";"Benelallam, Amine; Hartmann, Thomas; Mouline, Ludovic; Fouquet, Francois; Bourcier, Johann; Barais, Olivier; Le Traon, Yves";Raising Time Awareness in Model-Driven Engineering Vision Paper
"Shadaram, M; Rehmani, MH; Sai, V";"Shadaram, Mehdi; Rehmani, Mubashir H.; Sai, Vyasa";Introduction to the special section on Architectures and Technologies for WSNs, WMNs, VANETs, and Cellular Networks
"Chin, WL; Li, W; Chen, HH";"Chin, Wen-Long; Li, Wan; Chen, Hsiao-Hwa";Energy Big Data Security Threats in IoT-Based Smart Grid Communications
"Absardi, ZN; Javidan, R";"Absardi, Zeinab Nazemi; Javidan, Reza";Classification of big Satellite Images using Hadoop Clusters for Land Cover recognition
"Li, C; Annisa; Zaman, A; Morimoto, Y";"Li, Chen; Annisa; Zaman, Asif; Morimoto, Yasuhiko";MapReduce-Based Computation of Area Skyline Query for Selecting Good Locations in a Map
Jia, Z;Jia, Zhuang;Intelligent Evaluation Method for Urban Public Space in the Big Data Era
"Fan, XL; He, BQ; Brezillon, P";"Fan, Xiaoliang; He, Baoqin; Brezillon, Patrick";Context-Aware Big Data Analytics and Visualization for City-Wide Traffic Accidents
"Mahmud, M; Cecchetto, C; Maschietto, M; Thewes, R; Vassanelli, S";"Mahmud, Mufti; Cecchetto, Claudia; Maschietto, Marta; Thewes, Roland; Vassanelli, Stefano";Towards High-Resolution Brain-Chip Interface and Automated Analysis of Multichannel Neuronal Signals
"InBaek, S; Kang, BK; Doo, I; Mee, YES; HwaPark";"InBaek, Se; Kang, Byeong Ki; Doo, IllChul; Mee, Yang-Eui Song; HwaPark";Implementation of Crime Prevention System Using Public Big Data
"Oi, M; Yamada, M; Okubo, F; Shimada, A; Ogata, H";"Oi, Misato; Yamada, Masanori; Okubo, Fumiya; Shimada, Atsushi; Ogata, Hiroaki";Reproducibility of Findings from Educational Big Data: A Preliminary Study
