Author short Names;authors;articles
"Hyndman, RJ; Liu, XQ; Pinson, P";"Hyndman, Rob J.; Liu, Xueqin (Amy); Pinson, Pierre";Visualizing Big Energy Data
"Lu, SY; Wei, X; Li, YD; Wang, LQ";"Lu, Siyang; Wei, Xiang; Li, Yandong; Wang, Liqiang";Detecting Anomaly in Big Data System Logs Using Convolutional Neural Network
"Cheng, X; Fang, LY; Yang, LQ; Cui, SG";"Cheng, Xiang; Fang, Luoyang; Yang, Liuqing; Cui, Shuguang";Mobile Big Data Preface
"Tarvin, DA; Sipeki, L; Newman, AM; Hering, AS";"Tarvin, D. Antony; Sipeki, Levente; Newman, Alexandra M.; Hering, Amanda S.";Lessons Learned from a Company Dealing with Big Data
Caprabianca, F;Caprabianca, Fabio;THE LAW IN THE RELATIONSHIP BETWEEN PHILOSOPHY AND COMPUTER SCIENCE: DO THE BIG DATA HELP TO LIVE BETTER OR RESTRICT INDIVIDUAL FREEDOM?
"Steffenel, LA; Pinheiro, MK; Peres, LV; Pinheiro, DK";"Steffenel, Luiz Angelo; Pinheiro, Manuele Kirsch; Peres, Lucas Vaz; Pinheiro, Damaris Kirsch";Strategies to Implement Edge Computing in a P2P Pervasive Grid
Lowrie, I;Lowrie, Ian;Becoming a real data scientist: expertise, flexibility and lifelong learning
"Khawla, T; Fatiha, M; Azeddine, Z; Said, N";"Khawla, Tadist; Fatiha, Mrabti; Azeddine, Zahi; Said, Najah";A Blast implementation in Hadoop MapReduce using low cost commodity hardware
"Silva, FBE; Herrera, MAM; Rosina, K; Barranco, RR; Freire, S; Schiavina, M";"Batista e Silva, Filipe; Herrera, Mario Alberto Marin; Rosina, Konstantin; Barranco, Ricardo Ribeiro; Freire, Sergio; Schiavina, Marcello";Analysing spatiotemporal patterns of tourism in Europe at high-resolution with conventional and big data sources
"Manjunatha, HC; Mohanasundaram, R";"Manjunatha, H. C.; Mohanasundaram, R.";BRNADS: Big data Real-Time Node Anomaly Detection in Social Networks
"Song, F; Diao, YL; Read, J; Stiegler, A; Bifet, A";"Song, Fei; Diao, Yanlei; Read, Jesse; Stiegler, Arnaud; Bifet, Albert";EXAD: A System for Explainable Anomaly Detection on Big Data Traces
"Agbozo, E; Spassov, K";"Agbozo, Ebenezer; Spassov, Kamen";Establishing Efficient Governance through Data-Driven e-Government
"Maudsley, S; Devanarayan, V; Martin, B; Geerts, H";"Maudsley, Stuart; Devanarayan, Viswanath; Martin, Bronwen; Geerts, Hugo";Intelligent and effective informatic deconvolution of Big Data and its future impact on the quantitative nature of neurodegenerative disease therapy
"Merendino, A; Dibb, S; Meadows, M; Quinn, L; Wilson, D; Simkin, L; Canhoto, A";"Merendino, Alessandro; Dibb, Sally; Meadows, Maureen; Quinn, Lee; Wilson, David; Simkin, Lyndon; Canhoto, Ana";Big data, big decisions: The impact of big data on board level decision-making
"Liu, XP; Niu, N; Liu, XJ; Jin, H; Ou, JP; Jiao, LM; Liu, YL";"Liu, Xiaoping; Niu, Ning; Liu, Xingjian; Jin, He; Ou, Jinpei; Jiao, Limin; Liu, Yaolin";Characterizing mixed-use buildings based on multi-source big data
"Lei, B; Le, Y";"Lei, Bao; Le, Yang";A Spatial Big Data Framework for Maritime Traffic Data
"Roopa, YM; Babu, MR; Dhananjaya, B";"Roopa, Y. Mohana; Babu, M. Ramesh; Dhananjaya, B.";Context-Aware Computing And Big Data Analytics For IoT Applications
"Wang, T; Wang, MH";"Wang, Tao; Wang, Minghui";Communication Network Time Series Prediction Algorithm Based on Big Data Method
"Bourgeois, J; De Ridder, L; Van den Bogaert, S; Van der Brempt, I; De Ridder, R";"Bourgeois, Jolyce; De Ridder, Lotje; Van den Bogaert, Saskia; Van der Brempt, Isabelle; De Ridder, Ri";Data-driven change towards integrated care
"Argyriou, G; Papadakis, G; Stamoulis, G; Taniskidou, EK; Pittaras, N; Giannakopoulos, G; Albani, S; Lazzarini, M; Angiuli, E; Popescu, A; Argyridis, A; Koubarakis, M";"Argyriou, Giorgos; Papadakis, George; Stamoulis, George; Taniskidou, Efi Karra; Pittaras, Nikiforos; Giannakopoulos, George; Albani, Sergio; Lazzarini, Michele; Angiuli, Emanuele; Popescu, Anca; Argyridis, Argyros; Koubarakis, Manolis";GeoSensor: On-line Scalable Change and Event Detection over Big Data
"Hummel, O; Eichelberger, H; Giloj, A; Werle, D; Schmid, K";"Hummel, Oliver; Eichelberger, Holger; Giloj, Andreas; Werle, Dominik; Schmid, Klaus";A Collection of Software Engineering Challenges for Big Data System Development
"Buroni, G; Yann-Al Le Borgne; Bontempi, G; Determe, K";"Buroni, Giovanni; Yann-Al Le Borgne; Bontempi, Gianluca; Determe, Karl";Cluster Analysis of On-Board-Unit Truck Big Data from the Brussels Capital Region
"Ayvaz, S; Shiha, MO";"Ayvaz, Serkan; Shiha, Mohammed O.";A Scalable Streaming Big Data Architecture for Real-Time Sentiment Analysis
"Zhang, YF; Ma, SY; Yang, HD; Lv, JX; Liu, Y";"Zhang, Yingfeng; Ma, Shuaiyin; Yang, Haidong; Lv, Jingxiang; Liu, Yang";A big data driven analytical framework for energy-intensive manufacturing industries
"Maalla, A; Wu, GY; Wu, XL";"Maalla, Allam; Wu, Guang-Yu; Wu, Xiao-Ling";Research on Framework Model of Applied Professional Courses in Colleges and Universities based on Big Data
Primack, J;Primack, Joel;Astrophysics Data Goes Big
Lu, J;Lu, Jian;Research on Process Reengineering of University Financial System Based on Big Data plus Cloud Computing
"McNutt, TR; Bowers, M; Cheng, Z; Han, PJ; Hui, X; Moore, J; Robertson, S; Mayo, C; Voong, R; Quon, H";"McNutt, Todd R.; Bowers, Michael; Cheng, Zhi; Han, Peijin; Hui, Xuan; Moore, Joseph; Robertson, Scott; Mayo, Charles; Voong, Ranh; Quon, Harry";Practical data collection and extraction for big data applications in radiotherapy
"Kumar, V; Khosla, C";"Kumar, Virender; Khosla, Cherry";Data Cleaning - A thorough analysis and survey on Unstructured data
Beer, D;Beer, David;Envisioning the power of data analytics
"Wang, YD; HoseinyFarahabady, MR; Tari, Z; Zomaya, AY";"Wang, Yidan; HoseinyFarahabady, M. Reza; Tari, Zahir; Zomaya, Albert Y.";Big Data stream processing
"Chung-Ki, S; Jun-Ha, K; Soon-Youl, K";"Chung-Ki, Seo; Jun-Ha, Kim; Soon-Youl, Kwon";A study on modeling using big data and deep learning method for failure diagnosis of system
[Anonymous];[Anonymous];Rare Diseases & Big Data
"Payberah, AH; Rahimian, F";"Payberah, Amir H.; Rahimian, Fatemeh";Introduction to big data
"Scheepers, FE; Deschamps, P";"Scheepers, Floortje E.; Deschamps, Peter";GOVERNANCE AND ETHICS IN BIG DATA RESEARCH: A COMPUTE VISIT DATA MODEL
"Globa, L; Kurdecha, V; Ishchenko, I; Zakharchuk, A; Kunieva, N";"Globa, Larysa; Kurdecha, Vasyl; Ishchenko, Ivan; Zakharchuk, Andrii; Kunieva, Nataliia";The intellectual IoT-system for monitoring the base station quality of service
"Grover, V; Chiang, RHL; Liang, TP; Zhang, DS";"Grover, Varun; Chiang, Roger H. L.; Liang, Ting-Peng; Zhang, Dongsong";Creating Strategic Business Value from Big Data Analytics: A Research Framework
Trish, B;Trish, Barbara;Big Data under Obama and Trump: The Data-Fueled U.S. Presidency
"Dobos, P; Tamas, P; Illes, B; Balogh, R";"Dobos, P.; Tamas, P.; Illes, B.; Balogh, R.";Application possibilities of the Big Data concept in Industry 4.0
"Wang, XF; Zhang, YH; Leung, VCM; Guizani, N; Jiang, TP";"Wang, Xiaofei; Zhang, Yuhua; Leung, Victor C. M.; Guizani, Nadra; Jiang, Tianpeng";D2D BIG DATA: CONTENT DELIVERIES OVER WIRELESS DEVICE-TO-DEVICE SHARING IN LARGE-SCALE MOBILE NETWORKS
"Pappas, IO; Mikalef, P; Giannakos, MN; Krogstie, J; Lekakos, G";"Pappas, Ilias O.; Mikalef, Patrick; Giannakos, Michail N.; Krogstie, John; Lekakos, George";Big data and business analytics ecosystems: paving the way towards digital transformation and sustainable societies
"Carlos, RC; Kahn, CE; Halabi, S";"Carlos, Ruth C.; Kahn, Charles E.; Halabi, Safwan";Data Science: Big Data, Machine Learning, and Artificial Intelligence
"Ye, K; Yang, JP; Xu, XL";"Ye, Kang; Yang, Jianping; Xu, Xiaolu";Big Data Based State Evaluation Method for Secondary Devices in Substation
"Wang, SH; Zhong, ES; Cai, WW; Zhou, Q; Lu, H; Gu, YQ; Yun, WY; Hu, ZN; Long, L";"Wang, Shaohua; Zhong, Ershun; Cai, Wenwen; Zhou, Qiang; Lu, Hao; Gu, Yongquan; Yun, Weiying; Hu, Zhongnan; Long, Liang";A Visual Analytics Framework for Big Spatiotemporal Data
Savage, N;Savage, Neil;BIG DATA GOES GREEN
"Lin, H; Hu, J; Xu, CF; Ma, JF; Yu, MY";"Lin, Hui; Hu, Jia; Xu, Chuanfeng; Ma, Jianfeng; Yu, Mengyang";DTRM: A new reputation mechanism to enhance data trustworthiness for high-performance cloud computing
Missmer, S;Missmer, S.;Big data in endometriosis
Mascheroni, G;Mascheroni, Giovanna;Researching datafied children as data citizens
"Singh, M; Halgamuge, MN; Ekici, G; Jayasekara, CS";"Singh, Manbir; Halgamuge, Malka N.; Ekici, Gullu; Jayasekara, Charitha S.";A Review on Security and Privacy Challenges of Big Data
"Liu, XL; Tamminen, S; Su, X; Siirtola, P; Roning, J; Riekki, J; Kiljander, J; Soininen, JP";"Liu, Xiaoli; Tamminen, Satu; Su, Xiang; Siirtola, Pekka; Roning, Juha; Riekki, Jukka; Kiljander, Jussi; Soininen, Juha-Pekka";Enhancing Veracity of IoT Generated Big Data in Decision Making
"Uchigaito, H; Miura, S; Nito, T";"Uchigaito, Hiroshi; Miura, Seiji; Nito, Takumi";Efficient Data-Allocation Scheme for Eliminating Garbage Collection During Analysis of Big Graphs Stored in NAND Flash Memory
"Anjum, A; Ahmed, T; Khan, A; Ahmad, N; Ahmad, M; Asif, M; Reddy, AG; Saba, T; Farooq, N";"Anjum, Adeel; Ahmed, Tahir; Khan, Abid; Ahmad, Naveed; Ahmad, Mansoor; Asif, Muhammad; Reddy, Alavalapati Goutham; Saba, Tanzila; Farooq, Nayma";Privacy preserving data by conceptualizing smart cities using MIDR-Angelization
"Shams, S; Goswami, S; Lee, K; Yang, S; Park, SJ";"Shams, Shayan; Goswami, Sayan; Lee, Kisung; Yang, Seungwon; Park, Seung-Jong";Towards Distributed Cyberinfrastructure for Smart Cities using Big Data and Deep Learning Technologies
"Cuzzocrea, A; Mastroianni, C";"Cuzzocrea, Alfredo; Mastroianni, Carlo";A General Overview of Privacy-Preserving Big Data Management and Analytics Models, Methods and Techniques in Specific Domains: Static and Dynamic Distributed Environments
"Khuntia, S; Kumar, PS";"Khuntia, Sucharita; Kumar, P. Syam";New Hidden Policy CP-ABE for Big Data Access Control with Privacy-preserving Policy in Cloud Computing
"Bouwman, H; Nikou, S; Molina-Castillo, FJ; de Reuver, M";"Bouwman, Harry; Nikou, Shahrokh; Molina-Castillo, Francisco J.; de Reuver, Mark";The impact of digitalization on business models
"Sakr, S; Maamar, Z; Awad, A; Benatallah, B; Van Der Aalst, WMP";"Sakr, Sherif; Maamar, Zakaria; Awad, Ahmed; Benatallah, Boualem; Van Der Aalst, Wil M. P.";Business Process Analytics and Big Data Systems: A Roadmap to Bridge the Gap
"Ben Amor, F; Mkadmi, A";"Ben Amor, Fatma; Mkadmi, Abderrazak";The Archives in the Big Data Era The Challenges of Massive Digital Data Archiving
"Basgall, MJ; Hasperue, W; Naiouf, M; Fernandez, A; Herrera, F";"Basgall, Maria Jose; Hasperue, Waldo; Naiouf, Marcelo; Fernandez, Alberto; Herrera, Francisco";SMOTE-BD: An Exact and Scalable Oversampling Method for Imbalanced Classification in Big Data
"Yin, ZD; Yue, K; Wu, H; Su, YJ";"Yin, Zidu; Yue, Kun; Wu, Hao; Su, Yingjie";Adaptive and Parallel Data Acquisition from Online Big Graphs
"Silva, BN; Khan, M; Jung, C; Seo, J; Muhammad, D; Han, J; Yoon, Y; Han, K";"Silva, Bhagya Nathali; Khan, Murad; Jung, Changsu; Seo, Jihun; Muhammad, Diyan; Han, Jihun; Yoon, Yongtak; Han, Kijun";Urban Planning and Smart City Decision Management Empowered by Real-Time Data Processing Using Big Data Analytics
"Deng, B; Yan, GQ; Guo, YH; Wu, LG; Wang, R; Wu, CB";"Deng, B.; Yan, G. Q.; Guo, Y. H.; Wu, L. G.; Wang, R.; Wu, C. B.";RESEARCH ON HOSPITAL MEDICAL BIG DATA INFORMATION SYSTEM BASED ON DATA MINING
"Olhede, SC; Wolfe, PJ";"Olhede, Sofia C.; Wolfe, Patrick J.";The future of statistics and data science
"Xu, XF; Motta, G; Tu, ZY; Xu, HC; Wang, ZJ; Wang, XZ";"Xu, Xiaofei; Motta, Gianmario; Tu, Zhiying; Xu, Hanchuan; Wang, Zhongjie; Wang, Xianzhi";A new paradigm of software service engineering in big data and big service era
"Zinke, C; Ngomo, ACN";"Zinke, Christian; Ngomo, Axel-Cyrille Ngonga";DISCOVERING AND LINKING SPATIO-TEMPORAL BIG LINKED DATA
Albrecht, D;Albrecht, Don;Big data, small towns
Glozier, NS;Glozier, Nick S.;Pitfalls of big data
"Bibri, SE; Krogstie, J";"Bibri, Simon Elias; Krogstie, John";The Big Data Deluge for Transforming the Knowledge of Smart Sustainable Cities: A Data Mining Framework for Urban Analytics
"Zhang, Q; Jiao, ST; Lu, XX";"Zhang Qi; Jiao ShouTao; Lu XinXiang";Discussion on causality and correlation in geological research
"Prasad, S; Zakaria, R; Altay, N";"Prasad, Sameer; Zakaria, Rimi; Altay, Nezih";Big data in humanitarian supply chain networks: a resource dependence perspective
"Ahmad, A; Paul, A; Din, S; Rathore, MM; Choi, GS; Jeon, G";"Ahmad, Awais; Paul, Anand; Din, Sadia; Rathore, M. Mazhar; Choi, Gyu Sang; Jeon, Gwanggil";Multilevel Data Processing Using Parallel Algorithms for Analyzing Big Data in High-Performance Computing
"Boratto, L; Carta, S; Kaltenbrunner, A; Manca, M";"Boratto, Ludovico; Carta, Salvatore; Kaltenbrunner, Andreas; Manca, Matteo";Guest Editorial: Behavioral-Data Mining in Information Systems and the Big Data Era
"Sokolov, M; Feidl, F; Morbidelli, M; Butte, A";"Sokolov, Michael; Feidl, Fabian; Morbidelli, Massimo; Butte, Alessandro";Big data in biopharmaceutical process development vice or virtue?
"Zhang, B; Wang, XY; Zheng, ZG";"Zhang, Bin; Wang, Xiaoyang; Zheng, Zhigao";The optimization for recurring queries in big data analysis system with MapReduce
"Putra, HY; Putra, H; Kurniawan, NB";"Putra, Hafid Yoza; Putra, Hasdi; Kurniawan, Novianto Budi";Big Data Analytics Algorithm, Data Type and Tools in Smart City: A Systematic Literature Review
"Ramirez, MR; Moreno, HBR; Rojas, EM";"Ramirez Ramirez, Margarita; Ramirez Moreno, Hilda Beatriz; Manrique Rojas, Esperanza";Big Data in HealthCare
"Chang, ARK; Chen, YL; Huang, YZ; Hsiao, HC; Hsu, M; Lee, CC; Lee, HY; Shih, WA; Su, HP; Tsai, CP; Tseng, KP";"Chang, Andy R. K.; Chen, Yu-Ling; Huang, Yen-Zhou; Hsiao, Hung-Chang; Hsu, Michael; Lee, Chia-Chee; Lee, Hsin-Yin; Shih, Wei-An; Su, Huan-Ping; Tsai, Chia-Ping; Tseng, Kuan-Po";The Case of a Novel Operational Distributed Storage Service for Big Data in a Semiconductor Wafer Fabrication Foundry
Vantini, S;Vantini, Simone;Wishing the Non-parametric Re-evolution
De Stefano, L;De Stefano, Lorenzo;FROM CYBERNETICS TO DATAISM. SOME NOTES ON THE OBSOLESCENCE OF THEORY AND ARTIFICIAL INTELLIGENCE IN THE ERA OF BIG DATA
"Schneider, F; Weillner, C";"Schneider, Frank; Weillner, Cornelius";Big data and artificial intelligence
"Xu, Z; Liu, YH; Yen, N";"Xu, Zheng; Liu, Yunhuai; Yen, Neil";Big Data Research and Development
"Ip, RHL; Ang, LM; Seng, KP; Broster, JC; Pratley, JE";"Ip, Ryan H. L.; Ang, Li-Minn; Seng, Kah Phooi; Broster, J. C.; Pratley, J. E.";Big data and machine learning for crop protection
"Ali, HBY; Abdullah, LM; Kartiwi, M; Nordin, A; Salleh, N; Abu Bakar, NSA";"Ali, Hazirah Bee Yusof; Abdullah, Lili Marziana; Kartiwi, Mira; Nordin, Azlin; Salleh, Norsaremah; Abu Bakar, Normi Sham Awang";A Systematic Literature Mapping of Risk Analysis of Big Data in Cloud Computing Environment
"Potdar, V; Chandan, A; Batool, S; Patel, N";"Potdar, Vidyasagar; Chandan, Anulipt; Batool, Saima; Patel, Naimesh";Big Energy Data Management for Smart Grids-Issues, Challenges and Recent Developments
"Abedjan, Z; Bress, S; Markl, V; Rabl, T; Soto, J";"Abedjan, Ziawasch; Bress, Sebastian; Markl, Volker; Rabl, Tilmann; Soto, Juan";Data Management Systems Research at TU Berlin
"Pugna, IB; Dutescu, A; Stanila, GO";"Pugna, Irina Bogdana; Dutescu, Adriana; Stanila, Georgiana Oana";Performance management in the data-driven oragnisation
Hinkel, N;Hinkel, Natalie;Big Data on Exoplanet Composition
"Zheng, ZG; Gaol, FL; Mishra, KK";"Zheng, Zhigao; Gaol, Ford Lumban; Mishra, Krishn K.";Editorial Note: Multimedia Big Data
"Huang, YC; Xu, BJ";"Huang, Yuanchun; Xu, Bingjie";Analysis on the Development Trend of Star-rated Hotels Based on the Concept of Big Data Construction in Smart Cities
"Xiong, C; Li, Y; Xiang, RX; Zhu, J";"Xiong, Chao; Li, Yuan; Xiang, Ruxi; Zhu, Ju";RETRACTION: Image-based reversible data hiding algorithm toward big multimedia data (Retraction of 2017)
"Daly, A; Carlson, A; Van Geelen, T";"Daly, Angela; Carlson, Anna; Van Geelen, Tess";Data and fundamental rights
Petroski, H;Petroski, Henry;Assembling Big Data from Failures
Visser, PJ;Visser, P. J.;Large data bases, big science?
"Pan, X; Zhang, ML; Chen, X";"Pan, Xing; Zhang, Manli; Chen, Xi";A Method of Quality Improvement based on Big Quality Warranty Data Analysis
Keatley, D;Keatley, David;Big Data: Serial Homicide Database
"Persoon, L; Kooy, H; Van der Kruijssen, F; Doosje, JW; Wolfgang";"Persoon, L.; Kooy, H.; Van der Kruijssen, F.; Doosje, J. W.; Wolfgang";A big-data platform, managing the clinical data & workflows and facilitating clinical research
"Talon-Ballestero, P; Gonzalez-Serrano, L; Soguero-Ruiz, C; Munoz-Romero, S; Rojo-Alvarez, JL";"Talon-Ballestero, Pilar; Gonzalez-Serrano, Lydia; Soguero-Ruiz, Cristina; Munoz-Romero, Sergio; Luis Rojo-Alvarez, Jose";Using big data from Customer Relationship Management information systems to determine the client profile in the hotel sector
"Edelenbos, J; Hirzalla, F; van Zoonen, L; van Dalen, J; Bouma, G; Slob, A; Woestenburg, A";"Edelenbos, Jurian; Hirzalla, Fadi; van Zoonen, Liesbet; van Dalen, Jan; Bouma, Geiske; Slob, Adriaan; Woestenburg, Alexander";Governing the Complexity of Smart Data Cities: Setting a Research Agenda
"Jat, DS; Dhaka, P; Limbo, A";"Jat, Dharm Singh; Dhaka, Poonam; Limbo, Anton";Applications of statistical techniques and artificial neural networks: A review
"Shili, H; Ben Romdhane, L";"Shili, Hechmi; Ben Romdhane, Lotfi";IF-CLARANS: Intuitionistic Fuzzy Algorithm for Big Data Clustering
"Khan, MA; Karim, MR; Kim, Y";"Khan, Muhammad Ashfaq; Karim, Md Rezaul; Kim, Yangwoo";A Two-Stage Big Data Analytics Framework with Real World Applications Using Spark Machine Learning and Long Short-Term Memory Network
Srinivasan, S;Srinivasan, S.;Marketing Applications Using Big Data
Weinman, J;Weinman, Joe;Strategic Applications of Big Data
Kho, ND;Kho, Nancy Davis;The State of Big Data
Hahn, SH;Hahn, Sun-Hwa;Big data-driven Biomedical research
"Wang, YG; Zhu, L; Lin, QQ; Zhang, L";"Wang, Yige; Zhu, Li; Lin, Qingqing; Zhang, Lin";Leveraging Big Data Analytics for Train Schedule Optimization in Urban Rail Transit Systems
Noveck, BS;Noveck, Beth Simone;Y OPEN DATA The Future of Transparency in the Age of Big Data
Larsson, C;Larsson, Christofer;Methods of Big Data Analytics
"Berman, E; Felter, JH; Shapiro, JN; McIntyre, V";"Berman, Eli; Felter, Joseph H.; Shapiro, Jacob N.; McIntyre, Vestal";SMALL WARS, BIG DATA PREFACE
Cornelius, K;Cornelius, K.;Research with big data: Legal requirements concerning data collection and data protection according to the EU-General data protection regulation
"Cerrato, P; Halamka, J";"Cerrato, Paul; Halamka, John";Small Data, Big Data, and Data Analytics
"Kim, J; Kim, N";"Kim, Jinuk; Kim, Namgon";A Study on Construction CALS Big-Data Service
vom Lehn, D;vom Lehn, Dirk;Data, now bigger and better!
"Abdillah, B; Jati, G; Alhamidi, MR; Jatmiko, W";"Abdillah, Bariqi; Jati, Grafika; Alhamidi, Machmud R.; Jatmiko, Wisnu";Optimized Convolutional Gabor Using Particle Swarm Optimization Case Study: Vehicle Classification Tasks
"Del Vecchio, P; Di Minin, A; Petruzzelli, AM";"Del Vecchio, Pasquale; Di Minin, Alberto; Petruzzelli, Antonio Messeni";Editorial
"Li, Y; Zhai, XN";"Li, Yi; Zhai, Xiaoning";Review and Prospect of Modem Education using Big Data
Zhu, DJ;Zhu, Dingju;Feedback Big Data-Based Lie Robot
Zou, M;Zou, Mi;Study on Recommend Model of Online Shopping for Music and Dance majors under the Background of Big Data
Clarke, R;Clarke, Roger;Guidelines for the responsible application of data analytics
"Fernandez, P; Suarez, J; Trujillo, A; Dominguez, C; Santana, J";"Fernandez, Pablo; Pablo Suarez, Jose; Trujillo, Agustin; Dominguez, Conrado; Miguel Santana, Jose";3D-Monitoring Big Geo Data on a seaport infrastructure based on FIWARE
Daley, J;Daley, Jim;Big Data in 3 Dimensions
"Song, YE; Lee, S; Park, K; Elston, RC; Yang, HJ; Won, S";"Song, Yeunjoo E.; Lee, Sungyoung; Park, Kyungtaek; Elston, Robert C.; Yang, Hyeon-Jong; Won, Sungho";ONETOOL for the analysis of family-based big data
"Tseng, ML; Tan, RR; Chiu, ASF; Chien, CF; Kuo, TC";"Tseng, Ming-Lang; Tan, Raymond R.; Chiu, Anthony S. F.; Chien, Chen-Fu; Kuo, Tsai Chi";Circular economy meets industry 4.0: Can big data drive industrial symbiosis?
Qin, SJ;Qin, S. Joe;Special issue on big data: Data science for process control and operations Preface
"Ogur, NB; Ceken, C";"Ogur, Nur Banu; Ceken, Celal";Real Time Data Analytics Architecture for ECG
"Kong, Y; Zhao, JS; Yuan, L; Dong, N; Lin, YL; Yang, B";"Kong, Yun; Zhao, Junsan; Yuan, Lei; Dong, Na; Lin, Yilin; Yang, Bo";Research on Data Sharing Analysis and Key Technology of Smart City
"Hamdi, S; Bouazizi, E; Faiz, S";"Hamdi, Sana; Bouazizi, Emna; Faiz, Sami";Real-Time Data Stream Partitioning over a Sliding Window in Real-Time Spatial Big Data
"Okuno, Y; Tsunoda, T";"Okuno, Yasushi; Tsunoda, Tatsuhiko";Big data change cancer research
"Bagozi, A; Bianchini, D; De Antonellis, V; Marini, A";"Bagozi, Ada; Bianchini, Devis; De Antonellis, Valeria; Marini, Alessandro";Big Data Exploration for Smart Manufacturing Applications
Abdelhafez, HA;Abdelhafez, Hoda Ahmed;Mining Big Data and Streams
O'Driscoll, C;O'Driscoll, Cath;BUSINESS Big data and disruption
"Zuo, RG; Xiong, YH";"Zuo, Renguang; Xiong, Yihui";Big Data Analytics of Identifying Geochemical Anomalies Supported by Machine Learning Methods
"Cravero, A; Lagos, D; Espinosa, R";"Cravero, A.; Lagos, D.; Espinosa, R.";Big Data / IoT Use in Wine Production: A Systematic Mapping Study
"Monga, I; Prabhat";"Monga, Inder; Prabhat";Big-Data Science: Infrastructure Impact
"He, SY; Miller, EJ; Scott, DM";"He, Sylvia Y.; Miller, Eric J.; Scott, Darren M.";Big data and travel behaviour
"Wang, LC; Chen, YJ";"Wang, Li-Chun; Chen, Yu-Jia";Big Data helps SDN to detect intrusions and secure data flows
"Chakroun, A; El Bouchti, A; Abbar, H";"Chakroun, Ahmed; El Bouchti, Abdelali; Abbar, Hassan";Logistics and Supply Chain Analytics: Benefits and Challenges
"Grenz, T; Kirschner, H";"Grenz, Tilo; Kirschner, Heiko";Unraveling the App Store: Toward an Interpretative Perspective on Tracing
Secchi, P;Secchi, Piercesare;On the role of statistics in the era of big data: A call for a debate
"de Mendonca, CMC; de Andrade, AMV";"Campos de Mendonca, Claudio Marcio; Valente de Andrade, Antonio Manuel";Use of the Elements of Digital Transformation in Dynamic Capabilities in a Brazilian Capital
"Chang, HY; Wang, JJ; Lin, CY; Chen, CH";"Chang, Hsi-Yuan; Wang, Jyun-Jie; Lin, Chi-Yuan; Chen, Chin-Hsing";An Agricultural Data Gathering Platform Based on Internet of Things and Big Data
"Wu, C; Sun, HB; Jiao, Y; Xie, JY; Lu, BB";"Wu, Chen; Sun, Huabo; Jiao, Yang; Xie, Jiayi; Lu, Binbin";Detecting and Analyzing Flight Unstable Approaches with QAR Big Data
"Vichard, L; Morando, S; Ravey, A; Harel, F; Venet, P; Pelissier, S; Hissel, D";"Vichard, Loic; Morando, Simon; Ravey, Alexandre; Harel, Fabien; Venet, Pascal; Pelissier, Serge; Hissel, Daniel";Battery modeling using real driving cycle and Big-Bang Big-Crunch algorithm
"Munoz-Benitez, J; Molero-Castillo, G; Benitez-Guerrero, E";"Munoz-Benitez, Julio; Molero-Castillo, Guillermo; Benitez-Guerrero, Edgard";DATA FUSION ARCHITECTURE OF HETEROGENEOUS SOURCES OBTAINED FROM A SMART DESK
Zhu, DJ;Zhu, Dingju;IOT and big data based cooperative logistical delivery scheduling method and cloud robot system
"Elluri, L; Nagar, A; Joshi, KP";"Elluri, Lavanya; Nagar, Ankur; Joshi, Karuna Pande";An Integrated Knowledge Graph to Automate GDPR and PCI DSS Compliance
"Sharma, I; Tiwari, R; Rana, HS; Anand, A";"Sharma, Ishan; Tiwari, Rajeev; Rana, Hukam Singh; Anand, Abhineet";Analysis of Mahout Big Data Clustering Algorithms
"Yang, Y; Stienmetz, JL";"Yang, Yang; Stienmetz, Jason L.";Big data and tourism planning
"Goldkind, L; Thinyane, M; Choi, M";"Goldkind, Lauri; Thinyane, Mamello; Choi, Moon";Small Data, Big Justice: The Intersection of Data Science, Social Good, and Social Services
[Anonymous];[Anonymous];Is Big Data used for Care assistant? What is really achieved by the Data
"Katsuda, T; Isshiki, H";"Katsuda, Tadaaki; Isshiki, Hayato";Contribution of Medical Big Data Analysis Technology to Medical Innovations
"Xiong, YH; Zuo, RG; Carranza, EJM";"Xiong, Yihui; Zuo, Renguang; Carranza, Emmanuel John M.";Mapping mineral prospectivity through big data analytics and a deep learning algorithm
"Pal, G; Li, GM; Atkinson, K";"Pal, Gautam; Li, Gangmin; Atkinson, Katie";Big Data Real-Time Clickstream Data Ingestion Paradigm for E-Commerce Analytics
"Jia, HY; Sheng, YM; Han, WL; Wang, XS";"Jia, Haoyang; Sheng, Yimin; Han, Weili; Wang, X. Sean";Data access control in data exchanging supporting big data arena
"Chin-Yee, B; Upshur, R";"Chin-Yee, Benjamin; Upshur, Ross";Clinical judgement in the era of big data and predictive analytics
"Papadopoulos, AV; Maggio, M";"Papadopoulos, Alessandro V.; Maggio, Martina";Challenges in High Performance Big Data Frameworks
Kale, V;Kale, Vivek;Big Data Computing and Graph Databases
"Ongsulee, P; Chotchaung, V; Bamrungsi, E; Rodcheewit, T";"Ongsulee, Pariwat; Chotchaung, Veena; Bamrungsi, Eak; Rodcheewit, Thanaporn";Big Data, Predictive Analytics and Machine Learning
