Author short Names;authors;articles
Hertza, VA;Hertza, Vlad A.;FIGHTING UNFAIR CLASSIFICATIONS IN CREDIT REPORTING: SHOULD THE UNITED STATES ADOPT GDPR-INSPIRED RIGHTS IN REGULATING CONSUMER CREDIT?
"Peng, K; Leung, VCM; Huang, QJ";"Peng, Kai; Leung, Victor C. M.; Huang, Qingjia";Clustering Approach Based on Mini Batch Kmeans for Intrusion Detection System Over Big Data
"Hegenbarth, Y; Bartsch, T; Ristow, GH";"Hegenbarth, Yvonne; Bartsch, Thomas; Ristow, Gerald H.";Efficient and fast monitoring and disruption management for a pressure diecast system
"Zhao, HJ; Ye, N; Wang, RC";"Zhao, Huijuan; Ye, Ning; Wang, Ruchuan";A Survey on Automatic Emotion Recognition Using Audio Big Data and Deep Learning Architectures
"Gao, JL; Lei, CQ; Tian, L; Ling, Y; Chen, Z; Song, B";"Gao, Jianliang; Lei, Chuqi; Tian, Ling; Ling, Yuan; Chen, Zheng; Song, Bo";Distributed Top-k Subgraph Matching in A Big Graph
"Korovkinas, K; Danenas, P; Garsva, G";"Korovkinas, Konstantinas; Danenas, Paulius; Garsva, Gintautas";SVM Accuracy and Training Speed Trade-Off in Sentiment Analysis Tasks
"Geneves, P; Calmant, T; Layaida, N; Lepelley, M; Artemova, S; Bosson, JL";"Geneves, Pierre; Calmant, Thomas; Layaida, Nabil; Lepelley, Marion; Artemova, Svetlana; Bosson, Jean-Luc";Scalable Machine Learning for Predicting At-Risk Profiles Upon Hospital Admission
Du, WC;Du, Weichang;Toward Semantic Social Network Analysis For Business Big Data
"Tamminga, C; Clementz, B; Paulus, M; Powers, A; Gibbons, R; Clementz, B; Calhoun, V; Gordon, J";"Tamminga, Carol; Clementz, Brett; Paulus, Martin; Powers, Albert; Gibbons, Robert; Clementz, Brett; Calhoun, Vince; Gordon, Joshua";Dueling Computational Approaches to Big Biomarker Data in Psychosis: Four Experts Reveal Gems in the B-Snip Database
"Feinstein, JA; Feudtner, C; Kempe, A; Valuck, R; Morrato, E";"Feinstein, James A.; Feudtner, Chris; Kempe, Allison; Valuck, Robert; Morrato, Elaine";Identifying targets for pharmacovigilance in US children using a big data Market Basket analysis (The A Priori Algorithm)
"Bok, K; Choi, K; Lim, J; Yoo, J";"Bok, Kyoungsoo; Choi, Kitae; Lim, Jongtae; Yoo, Jaesoo";Load Balancing Scheme for Supporting Real-time Processing of Big Data in Distributed In-Memory Systems
"Wang, T; Bhuiyan, MZA; Wang, GJ; Rahman, MA; Wu, J; Cao, JN";"Wang, Tian; Bhuiyan, Md Zakirul Alam; Wang, Guojun; Rahman, Md. Arafatur; Wu, Jie; Cao, Jiannong";Big Data Reduction for a Smart City's Critical Infrastructural Health Monitoring
Carroll, CL;Carroll, Christopher L.;Database Research in the PICU: Time to Go Big!*
Jesse, N;Jesse, Norbert;Internet of Things and Big Data: the disruption of the value chain and the rise of new software ecosystems
"Hirakawa, T; Nakamoto, M";"Hirakawa, Tomohiro; Nakamoto, Masayoshi";A constraint optimization of low-delay and low-operation driven FIR digital filters for big data signal processing
"Barba-Gonzalez, C; Garcia-Nieto, J; Nebro, AJ; Cordero, JA; Durillo, JJ; Navas-Delgado, I; Aldana-Montesa, JF";"Barba-Gonzalez, Cristobal; Garcia-Nieto, Jose; Nebro, Antonio J.; Cordero, Jose A.; Durillo, Juan J.; Navas-Delgado, Ismael; Aldana-Montesa, Jose F.";jMetalSP: A framework for dynamic multi-objective big data optimization
"Veeneman, W; van der Voort, H; Hirschhorn, F; Steenhuisen, B; Klievink, B";"Veeneman, Wijnand; van der Voort, Haiko; Hirschhorn, Fabio; Steenhuisen, Bauke; Klievink, Bram";PETRA: Governance as a key success factor for big data solutions in mobility
"Verba, N; Chao, KM; Linford, S; Anoyrkati, E";"Verba, Nandor; Chao, Kuo-Ming; Linford, Soizic; Anoyrkati, Eleni";SMART TRANSPORTATION PLATFORM FOR BIG DATA ANALYTICS AND INTERCONNECTIVITY
Zingales, N;Zingales, Nicolo;Data protection considerations in EU competition law: funnel or straightjacket for innovation?
Nagano, H;Nagano, Hiroaki;Big data, information and communication technology, artificial intelligence, Internet of things: How important are they for gastroenterological surgery?
"Zhou, YZ; Wang, J; Zuo, RG; Xiao, F; Shen, WJ; Wang, SG";"Zhou YongZhang; Wang Jun; Zuo RenGuang; Xiao Fan; Shen WenJie; Wang ShuGong";Machine learning, deep learning and Python language in field of geology
"Fu, YP; Li, YY; Wang, L; Zhou, LF; Li, XP";"Fu, Yong-Peng; Li, Yi-Yong; Wang, Lei; Zhou, Ling-Feng; Li, Xue-Ping";Design and Implementation of Geological Environment Survey Big Data Platform for Danjiangkou Reservoir Water Source Area Based on WebGIS
"Han-Haas, GHH; Peng, G";"Han-Haas, Guohong Helen; Peng, Gang";Big Data Analytics in Human Resource Management and Its Impact: Theoretical Development and Empirical Results TREO Talk Paper
Mongi, H;Mongi, H.;Usage of big data for global tobacco control: exploring the trends in quantitative research from 2006 to 2015
"Li, YL; Atkinson, TM; Bochner, BH; Rapkin, BD";"Li, Yuelin; Atkinson, Thomas M.; Bochner, Bernard H.; Rapkin, Bruce D.";Leveraging Big Data analytics in processing free-text entries of personal goals among patients undergoing bladder cancer surgery
"Gomez-Martinez, R; Cailo, R; de la Cruz, MDD";"Gomez-Martinez, Raul; Prado-Roman, Cailo; De la Orden de la Cruz, Maria del Carmen";Algorithmic Trading Systems Based on Google Trends
"Wu, KC; Lin, YC; Lu, CY";"Wu, Kuo-Ching; Lin, Yeong-Ching; Lu, Chun-Yi";Big Data Analysis in Drug Offense Crime to Advice Education Training Course in Police Academy
"Ardagna, D; Cappiello, C; Sama, W; Vitali, M";"Ardagna, Danilo; Cappiello, Cinzia; Sama, Walter; Vitali, Monica";Context-aware data quality assessment for big data
Lember, V;Lember, Veiko;The Increasing Role of Digital Technologies in Co-Production and Co-Creation
Dalton, CM;Dalton, Craig M.;Big Data from the Ground Up: Mobile Maps and Geographic Knowledge
"Lee, G; Ryu, S; Kim, C";"Lee, GinKyeng; Ryu, SeoYoun; Kim, Chulyun";Block-Incremental Deep Learning Models for Timely Up-to-Date Learning Results
"Yang, HJ; Cho, CW; Kim, SS; Ahn, KS; Park, SK; Park, D";"Yang, Hyo-Joon; Cho, Chang Woo; Kim, Sang Soo; Ahn, Kwang-Sung; Park, Soo-Kyung; Park, Dongil";DEEP LEARNING WITH BIG CLINICAL DATA FOR PREDICTION OF ADVANCED NEOPLASIA IN COLORECTAL CANCER SCREENING OF ASYMPTOMATIC ADULTS
"Wu, CY; Xu, GC; Zhao, J; Ding, Y";"Wu, Chunyi; Xu, Gaochao; Zhao, Jia; Ding, Yan";A novel large-scale task processing approach for big data across multi-domain
Wanderley, C;Wanderley, Claudia;Oral cultures and multilingualism in a world of big digital data: The case of Portuguese speaking countries
"Ndou, V; Secundo, G; Dumay, J; Gjevori, E";"Ndou, Valentina; Secundo, Giustina; Dumay, John; Gjevori, Elvin";Understanding intellectual capital disclosure in online media Big Data: An exploratory case study in a university
"Hernandez, AB; Perez, MS; Gupta, S; Muntes-Mulero, V";"Brandon Hernandez, Alvaro; Perez, Maria S.; Gupta, Smrati; Muntes-Mulero, Victor";Using machine learning to optimize parallelism in big data applications
"Wang, WJ; Yang, HC; Alouini, MS";"Wang, Wen-Jing; Yang, Hong-Chuan; Alouini, Mohamed-Slim";Wireless Transmission of Big Data: A Transmission Time Analysis Over Fading Channel
"Stefanidis, V; Verginadis, Y; Patiniotakis, I; Mentzas, G";"Stefanidis, Vassilis; Verginadis, Yiannis; Patiniotakis, Ioannis; Mentzas, Gregoris";Distributed Complex Event Processing in Multiclouds
"Trad, M; Hearon, T; Narayanan, SL; Tanjga, O; Khinda, S";"Trad, M.; Hearon, T.; Narayanan, S. L.; Tanjga, O.; Khinda, S.";Analysis of therapeutic regimens and treatment switch patterns in specific clinical forms of multiple sclerosis using big data
"Seles, BMRP; Jabbour, ABLD; Jabbour, CJC; Fiorini, PD; Mohd-Yusoff, Y; Thome, AMT";"Roman Pais Seles, Bruno Michel; Lopes de Sousa Jabbour, Ana Beatriz; Chiappetta Jabbour, Charbel Jose; Fiorini, Paula de Camargo; Mohd-Yusoff, Yusliza; Tavares Thome, Antonio Marcio";Business opportunities and challenges as the two sides of the climate change: Corporate responses and potential implications for big data management towards a low carbon society
May, M;May, Mike;Exploring Spectra-From Visible Through UV Collecting more data and keeping connected make some of the biggest changes
"Li, SJ; Feng, SB; Guo, P; Yin, Q";"Li, Shijia; Feng, Sibo; Guo, Ping; Yin, Qian";A Hierarchical Model with Pseudoinverse Learning Algorithm Optimazation for Pulsar Candidate Selection
"Garcia, JMS; Rodriguez, MLJ; Gonzalez, JLG; Batalla, MF; Aguna, AG; Jaen, SH; Duque, AC; Sanchez, SCR; Herrera, EM; Camara, DFC";"Santamaria Garcia, Jose Ma; Jimenez Rodriguez, Ma Lourdes; Gomez Gonzalez, Jorge Luis; Fernandez Batalla, Marta; Gonzalez Aguna, Alexandra; Herrero Jaen, Sara; Cercas Duque, Adriana; Ramirez Sanchez, Sylvia Claudine; Melguizo Herrera, Estela; Condor Camara, Daniel Flavio";The Dimensions of Care: Big Data Analysis in Health Information Systems
"Shah, S; Wiese, J";"Shah, Satya; Wiese, Jan";Reality of Big Data Adoption in Supply Chain for Sustainable Manufacturing SMEs
"Pajic, V; Govedarica, M; Amovic, M";"Pajic, Vladimir; Govedarica, Miro; Amovic, Mladen";Model of Point Cloud Data Management System in Big Data Paradigm
"Berg, V; Birkeland, J; Pappas, IO; Jaccheri, L";"Berg, Vebjorn; Birkeland, Jorgen; Pappas, Ilias O.; Jaccheri, Letizia";The Role of Data Analytics in Startup Companies: Exploring Challenges and Barriers
Zhang, CZ;Zhang Chengzhao;Research on the Application Feasibility of Data Mining Technology
"Liu, L; Ren, YJ; Cui, LZ; Shi, YL; Li, QZ";"Liu, Lei; Ren, Yongjian; Cui, Lizhen; Shi, Yuliang; Li, Qingzhong";Performance measurement of data flow processing employing software defined architecture
"Nabavinejad, SM; Goudarzi, M";"Nabavinejad, Seyed Morteza; Goudarzi, Maziar";Data Locality and VM Interference Aware Mitigation of Data Skew in Hadoop Leveraging Modern Portfolio Theory
"Rochd, Y; Hafidi, I";"Rochd, Yassir; Hafidi, Imad";Parallel Implementation of PrePost Algorithm Based on Hadoop for Big Data
"Ordiano, JAG; Bartschat, A; Ludwig, N; Braun, E; Waczowicz, S; Renkamp, N; Peter, N; Dupmeier, C; Mikut, R; Hagenmeyer, V";"Ordiano, Jorge Angel Gonzalez; Bartschat, Andreas; Ludwig, Nicole; Braun, Eric; Waczowicz, Simon; Renkamp, Nicolas; Peter, Nico; Duepmeier, Clemens; Mikut, Ralf; Hagenmeyer, Veit";Concept and benchmark results for Big Data energy forecasting based on Apache Spark
"Molodchik, M; Paklina, S; Parshakov, P";"Molodchik, Mariia; Paklina, Sofiia; Parshakov, Petr";Digital relational capital of a company
"Shing, LH; Shing, LP; Shing, ML; Shing, CC";"Shing, Lee-Hur; Shing, Lee-Pin; Shing, Marn-Ling; Shing, Chen-Chi";Test Spark Installation on Linux Clusters
"Chen, LB; Qiu, MK; Song, JG; Xiong, ZG; Hassan, H";"Chen, Longbin; Qiu, Meikang; Song, Jeungeun; Xiong, Zenggang; Hassan, Houcine";E2FS: an elastic storage system for cloud computing
Huang, JW;Huang, Jingwei;From Big Data to Knowledge: Issues of Provenance, Trust, and Scientific Computing Integrity
"Rahman, MA; Hossen, J; Venkataseshaiah, C";"Rahman, Md. Armanur; Hossen, J.; Venkataseshaiah, C.";SMBSP: A Self-Tuning Approach using Machine Learning to Improve Performance of Spark in Big Data Processing
"Bragazzi, NL; Gianfredi, V; Villarini, M; Rosselli, R; Nasr, A; Hussein, A; Martini, M; Behzadifar, M";"Bragazzi, Nicola Luigi; Gianfredi, Vincenza; Villarini, Milena; Rosselli, Roberto; Nasr, Ahmed; Hussein, Amr; Martini, Mariano; Behzadifar, Masoud";Vaccines Meet Big Data: State-of-the-Art and Future Prospects. From the Classical 3Is (Isolate-Inactivate-Inject) Vaccinology 1.0 to Vaccinology 3.0, Vaccinomics, and Beyond: A Historical Overview
"Moudgil, S; Bhasin, A; Gupta, A";"Moudgil, Swastikaa; Bhasin, Ashim; Gupta, Ankit";Wayside Train Monitoring Systems: Origin and Application
"Verginadis, Y; Patiniotakis, I; Mentzas, G";"Verginadis, Yiannis; Patiniotakis, Ioannis; Mentzas, Gregoris";Metadata Schema for Data-Aware Multi-Cloud Computing
"Wei, MJ; Yang, ZJ; Zhu, SW; Li, XY";"Wei, Moji; Yang, Zijiang; Zhu, Shiwei; Li, Xianyi";The Bidding Audit Method Based on Big Data
"Zhong, GR; Wang, ZQ";"Zhong, Guorong; Wang, Zhaoqing";Consumer Privacy Protection of E-commerce
"Dayal, M; Singh, N";"Dayal, Mohit; Singh, Nanhay";Market Production Assessment Using Optimized MapReduce Programming
"Chang, YC; Huang, TC";"Chang, Yao-Chung; Huang, Tien-Chi";An interactive smart grid communication approach for big data traffic
"Olsen, AL; Riise, T; Scherzer, CR";"Olsen, Abby L.; Riise, Trond; Scherzer, Clemens R.";Discovering New Benefits From Old Drugs With Big Data-Promise for Parkinson Disease
"Phan, T; Beare, R; Thrift, A; Srikanth, V; Ma, H";"Thanh Phan; Beare, Richard; Thrift, Amanda; Srikanth, Velandai; Ma, Henry";Mapping hyperlink web structures of the Stroke Foundation and five health industry lobby groups: Insight from Big data analysis
"O'Connor, Y; Heavin, C";"O'Connor, Yvonne; Heavin, Ciara";Defining and Characterising the Landscape of eHealth
"Zolbanin, HM; Delen, D";"Zolbanin, Hamed M.; Delen, Dursun";Processing electronic medical records to improve predictive analytics outcomes for hospital readmissions
"Bijari, K; Zare, H; Veisi, H; Bobarshad, H";"Bijari, Kayvan; Zare, Hadi; Veisi, Hadi; Bobarshad, Hossein";Memory-enriched big bang-big crunch optimization algorithm for data clustering
"Guo, LJ; Yan, HJ; Hao, YQ; Chen, Y";"Guo, Lijuan; Yan, Haijun; Hao, Yongqi; Chen, Yun";Comprehensive analysis and evaluation of big data for main transformer equipment based on PCA and Apriority
"Saneja, B; Rani, R";"Saneja, Bharti; Rani, Rinkle";A Hybrid Approach for Outlier Detection in Weather Sensor Data
Souza, RR;Souza, Renato Rocha;Algorithms, future and digital rights: Some reflections
"Salas-Olmedo, MH; Moya-Gomez, B; Garcia-Palomares, JC; Gutierrez, J";"Henar Salas-Olmedo, Maria; Moya-Gomez, Borja; Carlos Garcia-Palomares, Juan; Gutierrez, Javier";Tourists' digital footprint in cities: Comparing Big Data sources
"Bedingfield, S; Alahakoon, D; Genegedera, H; Chilamkurti, N";"Bedingfield, Sue; Alahakoon, Damminda; Genegedera, Hiran; Chilamkurti, Naveen";Multi-granular electricity consumer load profiling for smart homes using a scalable big data algorithm
"Sultan, K; Ali, H; Zhang, ZS";"Sultan, Kashif; Ali, Hazrat; Zhang, Zhongshan";Big Data Perspective and Challenges in Next Generation Networks
"Suman, AK; Gyanchandani, M";"Suman, Akshay Kumar; Gyanchandani, Manasi";Improved Performance of Hive using Index-Based Operation on Big Data
"El Naqa, I; Pandey, G; Aerts, H; Chien, JT; Andreassen, CN; Niemierko, A; Ten Haken, RK";"El Naqa, Issam; Pandey, Gaurav; Aerts, Hugo; Chien, Jen-Tzung; Andreassen, Christian Nicolaj; Niemierko, Andrzej; Ten Haken, Randall K.";Radiation Therapy Outcomes Models in the Era of Radiomics and Radiogenomics: Uncertainties and Validation
Retchless, D;Retchless, David;Bringing the Big Data of Climate Change Down to Human Scale Citizen Sensors and Personalized Visualizations in Climate Communication
"Wang, R; Tsai, WT; He, J; Liu, C; Li, Q; Deng, E";"Wang, Rong; Tsai, Wei-Tek; He, Juan; Liu, Can; Li, Qi; Deng, Enyan";A Medical Data Sharing Platform Based On Permissioned Blockchains
Zhang, KP;Zhang, Kaiping;Research on Data Mining Security under the Background of Big Data Era
"Rempel, ES; Barnett, J; Durrant, H";"Rempel, Emily S.; Barnett, Julie; Durrant, Hannah";Public engagement with UK government data science: Propositions from a literature review of public engagement on new technologies
"Gupta, A; Prabhat, P; Garg, D";"Gupta, Ankur; Prabhat, Purnendu; Garg, Deepak";A Framework for the Smart-City Nerve Center
"Priya, R; Ramesh, D; Khosla, E";"Priya, Rashmi; Ramesh, Dharavath; Khosla, Ekaansh";Crop Prediction on the Region Belts of India: A Naive Bayes MapReduce Precision Agricultural Model
"Proesmans, T; Nuyens, D; Vandervoort, P; Van Herendael, H; Rivero-Ayerza, M";"Proesmans, Tine; Nuyens, Dieter; Vandervoort, Pieter; Van Herendael, Hugo; Rivero-Ayerza, Maximo";First Results From a Digital Mass Screening for Atrial Fibrillation Using a Smartphone Application
"Papadopoulos, T; Gunasekaran, A";"Papadopoulos, Thanos; Gunasekaran, Angappa";Special section on Big Data Analytics in Supply decision in maritime logistics using weather Chain and Logistics Management
"de Rosa, AS; Dryjanska, L; Bocci, E";"de Rosa, Annamaria Silvana; Dryjanska, Laura; Bocci, Elena";Evaluative Dimensions of Urban Tourism in Capital Cities by First-Time Visitors
"Subramoni, H; Panda, DK";"Subramoni, Hari; Panda, Dhabaleswar K.";4th International Workshop on Communication Architectures for HPC, Big Data, Deep Learning and Clouds at Extreme Scale (ExaComm 2018)
"Kaoutar, L; Abderrahim, G; Kudagba, FK";"Kaoutar, Lamrani; Abderrahim, Ghadi; Kudagba, Florent Kunale";Semantic Querying Big and Distributed RDF Data
"Chen, LJ; Wang, LZ";"Chen, Lajiao; Wang, Lizhe";Recent advance in earth observation big data for hydrology
"Pal, G; Li, GM; Atkinson, K";"Pal, Gautam; Li, Gangmin; Atkinson, Katie";Near Real-Time Big Data Stream Processing Platform Using Cassandra
Whittaker, X;Whittaker, Xanthe;There Is Only One Thing in Life Worse Than Being Watched, and that Is not Being Watched: Digital Data Analytics and the Reorganisation of Newspaper Production
Mertz, L;Mertz, Leslie;Machine Learning Takes on Health Care: Leonard D'Avolio's Cyft employs big data to benefit patients and providers
"Katrakazas, P; Manta, O; Koutsouris, D";"Katrakazas, Panagiotis; Manta, Ourania; Koutsouris, Dimitrios";A Big-Data Informed Model Approach to Hearing Health Policy Decision Making
Kiggins, RD;Kiggins, Ryan David;Big Data, Artificial Intelligence, and Autonomous Policy Decision-Making: A Crisis in International Relations Theory?
"Campbell, IB; Macdonald, SJF; Procopiou, PA";"Campbell, Ian B.; Macdonald, Simon J. F.; Procopiou, Panayiotis A.";Medicinal chemistry in drug discovery in big pharma: past, present and future
"Chen, YA; Quinonez, C";"Chen, Yi-An; Quinonez, Carlos";Basic income guarantee: a review of implications for oral health
"Waheed, APA; Moshirpour, M; Moshirpour, M; Rokne, J; Alhajj, R";"Waheed, Ayeshaa Parveen Abdul; Moshirpour, Mojgan; Moshirpour, Mohammad; Rokne, Jon; Alhajj, Reda";Effective Personnel Selection and Team Building Using Intelligent Data Analytics
"Laamanen, T; Pfeffer, J; Rong, K; Van de Ven, A";"Laamanen, Tomi; Pfeffer, Jeffrey; Rong, Ke; Van de Ven, Andrew";EDITORS' INTRODUCTION: BUSINESS MODELS, ECOSYSTEMS, AND SOCIETY IN THE SHARING ECONOMY
Wang, XG;Wang, X. G.;RESEARCH ON THE APPLICATION OF BIG DATA IN THE EVALUATION OF FOREST ECOSYSTEM SERVICE FUNCTION AND HUMAN HEALTH DEVELOPMENT
"Mylavarapu, BK; Mylavarapu, RT";"Mylavarapu, Bharadwaja Krishnadev; Mylavarapu, Raghu T.";A Framework for Hierarchical Big Image Data
"Castro, LG; Amador, JA; Valencia, D";"Gomez Castro, Lucia; Andres Amador, Juan; Valencia, David";Choose life: privacy, social networks and big data
"Huang, Y; Zhao, Q; Zhou, QY; Jiang, WC";"Huang, Yuan; Zhao, Qiang; Zhou, Qianyu; Jiang, Wanchang";Air Quality Forecast Monitoring and Its Impact on Brain Health Based on Big Data and the Internet of Things
"Liebovitz, DM; Fahrenbach, J";"Liebovitz, David M.; Fahrenbach, John";COUNTERPOINT: Is ICD-10 Diagnosis Coding Important in the Era of Big Data? No
"Christensen, JH; Petersen, MK; Pontoppidan, NH; Cremonini, M";"Christensen, Jeppe H.; Petersen, Michael K.; Pontoppidan, Niels H.; Cremonini, Marco";Big Data Analytics in Healthcare: Design and Implementation for a Hearing Aid Case Study
He, ZL;He, Zhengling;Design of Multimedia On-Demand Client Based on Big Data and Computer Network Technology
"Remoaldo, P; Ribeiro, VP; Lopes, HS; Silva, SCG";"Remoaldo, Paula; Ribeiro, Vitor P.; Lopes, Helder Silva; Gomes Silva, Sara Catarina";Geographic Information Systems
"Jeon, M; Noh, Y; Shin, Y; Lim, OK; Lee, I; Cho, D";"Jeon, Miyeon; Noh, Yoojeong; Shin, Yongwoo; Lim, O-Kaung; Lee, Inwon; Cho, Daeseung";Prediction of ship fuel consumption by using an artificial neural network
"Veilukandammal, MS; Nilakanta, S; Ganapathysubramanian, B; Anantharam, V; Kanthasamy, A; Willette, AA";"Veilukandammal, Mahalakshmi Senthilarumugam; Nilakanta, Sree; Ganapathysubramanian, Baskar; Anantharam, Vellareddy; Kanthasamy, Anumantha; Willette, Auriel A.";Big Data and Parkinson's Disease: Exploration, Analyses, and Data Challenges.
"Song, G; Rochas, J; El Beze, L; Huet, F; Magoules, F";"Song, Ge; Rochas, Justine; El Beze, Lea; Huet, Fabrice; Magoules, Frederic";K Nearest Neighbour Joins for Big Data on MapReduce: A Theoretical and Experimental Analysis (vol 28, pg 2376, 2016)
"Czarnowski, I; Jedrzejowicz, P";"Czarnowski, Ireneusz; Jedrzejowicz, Piotr";An Approach to Data Reduction for Learning from Big Datasets: Integrating Stacking, Rotation, and Agent Population Learning Techniques
"Harary, M; Smith, TR; Gormley, WB; Arnaout, O";"Harary, Maya; Smith, Timothy R.; Gormley, William B.; Arnaout, Omar";Letter: Big Data Research in Neurosurgery: A Critical Look at This Popular New Study Design
Brophy, JM;Brophy, James M.;Big Data to Assess Potential Pregnancy-Related Cardiovascular Complications of Difficult Labour-Original Investigator-Driven Research Is Not Dead!
de Rosa, AS;de Rosa, Annamaria Silvana;Mission, Tools, and Ongoing Developments in the So. Re. Com. AS de Rosa @-library
"Feher, M; Lucani, DE; Fonseca, K; Rosa, M; Despotov, B";"Feher, Marcell; Lucani, Daniel E.; Fonseca, Keiko; Rosa, Marcelo; Despotov, Bogdan";Secure and Scalable Key Value Storage for Managing Big Data in Smart Cities using Intel SGX
"Yamada, K; Takayasu, H; Takayasu, M";"Yamada, Kenta; Takayasu, Hideki; Takayasu, Misako";Estimation of Economic Indicator Announced by Government From Social Big Data
"Liu, XX; Kelly, SR; Barry, RJ; Bryan, SR; Keane, PA; Denniston, AK; Crabb, D";"Liu, Xiaoxuan; Kelly, Stephen R.; Barry, Robert John; Bryan, Susan R.; Keane, Pearse Andrew; Denniston, Alastair K.; Crabb, David";Rapid Visual Field Progression in Uveitic Glaucoma: Evidence From 'Big Data' Collected in Glaucoma Clinics in the United Kingdom
Zhang, QH;Zhang, Qinghua;Evaluation Model of College Students' Sports Learning Engagement Factors Based on Big Data Analysis
"Rajyashree, R; Pathak, P; Upadhayay, S; Garg, V";"Rajyashree, R.; Pathak, Prakarsh; Upadhayay, Shubham; Garg, Vaibhav";Big Data Analysis on Supply Chain Management
"Bonnel, P; Munizaga, MA";"Bonnel, Patrick; Munizaga, Marcela A.";Transport survey methods - in the era of big data facing new and old challenges
"Cheng, XZ; Xu, LX; Zhang, T; Cheng, C; Chen, WW; Zhang, H; Jia, YW; Ye, HN";"Cheng, Xinzhou; Xu, Lexi; Zhang, Tao; Cheng, Chen; Chen, Weiwei; Zhang, Heng; Jia, Yuwei; Ye, Haina";Telecom Big Data Based Electromagnetic Wave Research Under Haze and Rainstorm
"Li, CQ; Hou, WJ; Chen, XL; Li, H";"Li, Chaoqiang; Hou, Wenjun; Chen, Xiaoling; Li, Hao";Quantified Self: Big Data Analysis Platform for Human Factor Efficacy Evaluation of Complex System
"Man, KL; Liu, O; Hughes, D; Lu, C";"Man, Ka Lok; Liu, Ou (Owen); Hughes, Danny; Lu, Chao";Recent Advancements in Big Data Technologies and Applications in Computing, IoT and Computer Engineering Technology J. UCS Special Issue
"Chen, HB; Tang, J; Fang, S; Li, MY";"Chen, Haibo; Tang, Jing; Fang, Sheng; Li, Mengyuan";Research on the Architecture and Technologies of the Internet plus  Smart Site
"Irani, Z; Sharif, AM; Lee, HB; Aktas, E; Topaloglu, Z; van't Wout, T; Huda, S";"Irani, Zahir; Sharif, Amir M.; Lee, Habin; Aktas, Emel; Topaloglu, Zeynep; van't Wout, Tamara; Huda, Samsul";Managing food security through food waste and loss: Small data to big data
"Biscarini, F; Cozzi, P; Orozco-ter Wengel, P";"Biscarini, F.; Cozzi, P.; Orozco-ter Wengel, P.";Lessons learnt on the analysis of large sequence data in animal genomics
"Bai, JB; Li, HB; Chen, JP";"Bai, Jinbo; Li, Hongbo; Chen, Jianping";Big Data and Fans Economy Oriented Star Node Mining Improved Algorithm in Social Networks Based on Acquaintance Immunization
"Lee, G; Kim, SH; Shin, YJ";"Lee, Gyul; Kim, Seon Hyeog; Shin, Yong-June";Time-Synchronized Measurements and Applications for Monitoring of Intelligent Electric Power Systems
"Bartolini, I; Patella, M";"Bartolini, Ilaria; Patella, Marco";A general framework for real-time analysis of massive multimedia streams
"Cui, JM; He, YH; Liu, FD; Xie, M";"Cui, Jiaming; He, Yihai; Liu, Fengdi; Xie, Min";A Health Risk Modeling Approach of Complex Manufacturing Systems based on Big Operational Data
"Norder, K; Emich, KJ; Sawhney, A";"Norder, Kurt; Emich, Kyle J.; Sawhney, Aman";Evaluating the Interdisciplinary Mission of Small Group Research Using Computational Analytics
"Ciampi, M; Esposito, A; De Pietro, G; Masciari, E; Sicuranza, M";"Ciampi, Mario; Esposito, Angelo; De Pietro, Giuseppe; Masciari, Elio; Sicuranza, Mario";Big Data and Health Care: a lesson learned
Vestoso, M;Vestoso, Margherita;The GDPR beyond Privacy: Data-Driven Challenges for Social Scientists, Legislators and Policy-Makers
"Tang, FL; Yang, LT; Tang, C; Li, J; Guo, MY";"Tang, Feilong; Yang, Laurence T.; Tang, Can; Li, Jie; Guo, Minyi";A Dynamical and Load-Balanced Flow Scheduling Approach for Big Data Centers in Clouds
"Lokshina, I; Durkin, B; Lanting, C";"Lokshina, Izabella; Durkin, Barbara; Lanting, Cees";The IoT- and Big Data-Driven Data Analysis Services: KM, Implications and Business Opportunities
"Lande, D; Andrushchenko, V; Balagura, I";"Lande, Dmytro; Andrushchenko, Valentyna; Balagura, Iryna";Data Science in Open-Access Research On-line Resources
"Priyadarshini, R; Barik, RK; Panigrahi, C; Dubey, H; Mishra, BK";"Priyadarshini, Rojalina; Barik, Rabindra K.; Panigrahi, Chhabi; Dubey, Harishchandra; Mishra, Brojo Kishore";An Investigation Into the Efficacy of Deep Learning Tools for Big Data Analysis in Health Care
Diao, YM;Diao, Yumin;Research on Software Development of Continuing Education Based on Big Data
"See-To, EWK; Ngai, EWT";"See-To, Eric W. K.; Ngai, Eric W. T.";Customer reviews for demand distribution and sales nowcasting: a big data approach
"Kim, K; Lee, S";"Kim, Kyungtae; Lee, Sungjoo";How Can Big Data Complement Expert Analysis? A Value Chain Case Study
"Hasan, S; Bilash, A; Shamsuddin, SM; Hassanien, AE";"Hasan, Shafaatunnur; Bilash, Amantay; Shamsuddin, Siti Mariyam; Hassanien, Aboul Ella";GPU-Based CAPSO with N-Dimension Particles
"Ma, S; Shi, X; Andrews, D";"Ma, Sen; Shi, Xuan; Andrews, David";Parallelizing maximum likelihood classification (MLC) for supervised image classification by pipelined thread approach through high-level synthesis (HLS) on FPGA cluster
