Source;Target;Type;Label
33;32;Directed;Querying Big Data from a Database Perspective
33;35;Directed;Querying Big Data from a Database Perspective
34;29;Directed;Querying Big Data from a Database Perspective
34;30;Directed;Querying Big Data from a Database Perspective
34;31;Directed;Querying Big Data from a Database Perspective
34;32;Directed;Querying Big Data from a Database Perspective
34;33;Directed;Querying Big Data from a Database Perspective
34;35;Directed;Querying Big Data from a Database Perspective
37;36;Directed;Health diagnosis robot based on healthcare big data and fuzzy matching
37;38;Directed;Health diagnosis robot based on healthcare big data and fuzzy matching
38;36;Directed;Health diagnosis robot based on healthcare big data and fuzzy matching
40;39;Directed;Study of Big Data Analysis Procedures
40;41;Directed;Study of Big Data Analysis Procedures
41;39;Directed;Study of Big Data Analysis Procedures
43;42;Directed;A glossary for big data in population and public health: discussion and commentary on terminology and research methods
43;44;Directed;A glossary for big data in population and public health: discussion and commentary on terminology and research methods
44;42;Directed;A glossary for big data in population and public health: discussion and commentary on terminology and research methods
45;46;Directed;Big data in building energy efficiency: understanding of big data and main challenges
50;47;Directed;Research on Big Data Technology Applied in Smart Grid
50;48;Directed;Research on Big Data Technology Applied in Smart Grid
50;49;Directed;Research on Big Data Technology Applied in Smart Grid
50;52;Directed;Research on Big Data Technology Applied in Smart Grid
51;47;Directed;Research on Big Data Technology Applied in Smart Grid
51;48;Directed;Research on Big Data Technology Applied in Smart Grid
51;49;Directed;Research on Big Data Technology Applied in Smart Grid
51;50;Directed;Research on Big Data Technology Applied in Smart Grid
51;52;Directed;Research on Big Data Technology Applied in Smart Grid
55;54;Directed;Big Data from Smart Grids
55;56;Directed;Big Data from Smart Grids
56;54;Directed;Big Data from Smart Grids
59;13;Directed;Data Quality in Big Data Processing: Issues, Solutions and Open Problems
59;13;Directed;A survey on quality assurance techniques for big data applications
60;59;Directed;Data Quality in Big Data Processing: Issues, Solutions and Open Problems
60;13;Directed;Data Quality in Big Data Processing: Issues, Solutions and Open Problems
61;59;Directed;Data Quality in Big Data Processing: Issues, Solutions and Open Problems
61;60;Directed;Data Quality in Big Data Processing: Issues, Solutions and Open Problems
61;13;Directed;Data Quality in Big Data Processing: Issues, Solutions and Open Problems
64;63;Directed;SDN-Based Architecture for Big Data Network
64;65;Directed;SDN-Based Architecture for Big Data Network
65;63;Directed;SDN-Based Architecture for Big Data Network
70;66;Directed;The Hadoop Technology Applies in Power Big Data Platform
70;67;Directed;The Hadoop Technology Applies in Power Big Data Platform
70;68;Directed;The Hadoop Technology Applies in Power Big Data Platform
70;69;Directed;The Hadoop Technology Applies in Power Big Data Platform
70;72;Directed;The Hadoop Technology Applies in Power Big Data Platform
71;66;Directed;The Hadoop Technology Applies in Power Big Data Platform
71;67;Directed;The Hadoop Technology Applies in Power Big Data Platform
71;68;Directed;The Hadoop Technology Applies in Power Big Data Platform
71;69;Directed;The Hadoop Technology Applies in Power Big Data Platform
71;70;Directed;The Hadoop Technology Applies in Power Big Data Platform
71;72;Directed;The Hadoop Technology Applies in Power Big Data Platform
73;74;Directed;Data Governance Framework for Big Data Implementation with a Case of Korea
75;76;Directed;The big data Ecosystem and its Environs
78;77;Directed;Research on Intelligent Tourism Application Based on Big Data
78;242;Directed;Overview of Tourism Data Mining in Big Data Environment
83;84;Directed;Identifying Big Data Dimensions and Structure
86;85;Directed;Can big data improve public policy analysis?
86;87;Directed;Can big data improve public policy analysis?
87;85;Directed;Can big data improve public policy analysis?
90;88;Directed;Opportunities and Challenges of TV Media in the Big Data Era
90;89;Directed;Opportunities and Challenges of TV Media in the Big Data Era
90;92;Directed;Opportunities and Challenges of TV Media in the Big Data Era
91;88;Directed;Opportunities and Challenges of TV Media in the Big Data Era
91;89;Directed;Opportunities and Challenges of TV Media in the Big Data Era
91;90;Directed;Opportunities and Challenges of TV Media in the Big Data Era
91;92;Directed;Opportunities and Challenges of TV Media in the Big Data Era
94;93;Directed;Health Informatics Scientists' Perception About Big Data Technology
95;93;Directed;Health Informatics Scientists' Perception About Big Data Technology
95;94;Directed;Health Informatics Scientists' Perception About Big Data Technology
95;96;Directed;Health Informatics Scientists' Perception About Big Data Technology
96;93;Directed;Health Informatics Scientists' Perception About Big Data Technology
96;94;Directed;Health Informatics Scientists' Perception About Big Data Technology
98;97;Directed;Broad Big Data Domain via Medical Big Data
99;97;Directed;Broad Big Data Domain via Medical Big Data
99;98;Directed;Broad Big Data Domain via Medical Big Data
99;100;Directed;Broad Big Data Domain via Medical Big Data
100;97;Directed;Broad Big Data Domain via Medical Big Data
100;98;Directed;Broad Big Data Domain via Medical Big Data
102;101;Directed;Survey on Sentiment Analysis based Stock Prediction using Big data Analytics
102;103;Directed;Survey on Sentiment Analysis based Stock Prediction using Big data Analytics
103;101;Directed;Survey on Sentiment Analysis based Stock Prediction using Big data Analytics
105;104;Directed;On Influence, Opportunities and Challenges of Big Data to Government Statistics
106;104;Directed;On Influence, Opportunities and Challenges of Big Data to Government Statistics
106;105;Directed;On Influence, Opportunities and Challenges of Big Data to Government Statistics
106;107;Directed;On Influence, Opportunities and Challenges of Big Data to Government Statistics
107;104;Directed;On Influence, Opportunities and Challenges of Big Data to Government Statistics
107;105;Directed;On Influence, Opportunities and Challenges of Big Data to Government Statistics
108;110;Directed;Medical Big Data Web Service Management Platform
109;110;Directed;Medical Big Data Web Service Management Platform
112;111;Directed;Big Data Analytics: A Preliminary Study of Open Source Platforms
112;113;Directed;Big Data Analytics: A Preliminary Study of Open Source Platforms
113;111;Directed;Big Data Analytics: A Preliminary Study of Open Source Platforms
117;118;Directed;Big Data Acquisition and Analysis of Retail Industry and Its Impact on Consumer Behavior
119;59;Directed;A survey on quality assurance techniques for big data applications
119;13;Directed;A survey on quality assurance techniques for big data applications
120;59;Directed;A survey on quality assurance techniques for big data applications
120;119;Directed;A survey on quality assurance techniques for big data applications
120;13;Directed;A survey on quality assurance techniques for big data applications
122;121;Directed;Big Data Processing in Cloud Computing Environments
123;121;Directed;Big Data Processing in Cloud Computing Environments
123;122;Directed;Big Data Processing in Cloud Computing Environments
123;124;Directed;Big Data Processing in Cloud Computing Environments
124;121;Directed;Big Data Processing in Cloud Computing Environments
124;122;Directed;Big Data Processing in Cloud Computing Environments
125;126;Directed;Fast Matrix Multiplication with Big Sparse Data
127;128;Directed;A Survey on Challenges in Integrating Big Data
129;130;Directed;Opportunities for and Pitfalls of Using Big Data in Advertising Research
131;132;Directed;Opportunity and Challenges for Migrating Big Data Analytics in Cloud
133;134;Directed;Does big data mean big knowledge? KM perspectives on big data and analytics
135;136;Directed;A survey of big data architectures and machine learning algorithms in healthcare
138;139;Directed;Analysis of Big-Data Based Data Mining Engine
141;140;Directed;BIG-BIO: - Big Data Hadoop-based Analytic Cluster Framework for Bioinformatics
141;142;Directed;BIG-BIO: - Big Data Hadoop-based Analytic Cluster Framework for Bioinformatics
142;140;Directed;BIG-BIO: - Big Data Hadoop-based Analytic Cluster Framework for Bioinformatics
144;143;Directed;What do we know about the big data researches? A systematic review from 2011 to 2017
144;145;Directed;What do we know about the big data researches? A systematic review from 2011 to 2017
145;143;Directed;What do we know about the big data researches? A systematic review from 2011 to 2017
146;147;Directed;Application and Challenges of Big Data in Quality Monitoring of Highway Engineering
148;149;Directed;Towards a Big Data Requirements Engineering Artefact Model in the Context of Big Data Software Development Projects
152;151;Directed;SVM-Based Clinical Decision Support Algorithm under Medical Big Data Architecture
152;153;Directed;SVM-Based Clinical Decision Support Algorithm under Medical Big Data Architecture
153;151;Directed;SVM-Based Clinical Decision Support Algorithm under Medical Big Data Architecture
156;155;Directed;The Fault Tolerance of Big Data Systems
157;155;Directed;The Fault Tolerance of Big Data Systems
157;156;Directed;The Fault Tolerance of Big Data Systems
157;158;Directed;The Fault Tolerance of Big Data Systems
158;155;Directed;The Fault Tolerance of Big Data Systems
158;156;Directed;The Fault Tolerance of Big Data Systems
163;161;Directed;CleanCloud: Cleaning Big Data on Cloud
163;162;Directed;CleanCloud: Cleaning Big Data on Cloud
163;165;Directed;CleanCloud: Cleaning Big Data on Cloud
164;161;Directed;CleanCloud: Cleaning Big Data on Cloud
164;162;Directed;CleanCloud: Cleaning Big Data on Cloud
164;163;Directed;CleanCloud: Cleaning Big Data on Cloud
164;165;Directed;CleanCloud: Cleaning Big Data on Cloud
166;167;Directed;A Novel Method Of Privacy-preserving based on Compressive Sensing for Big Data
169;168;Directed;The concepts of big data applied in personal knowledge management
169;170;Directed;The concepts of big data applied in personal knowledge management
170;168;Directed;The concepts of big data applied in personal knowledge management
172;173;Directed;On the Fusion and Value Discovery of Heterogeneous Non-conventional Big Data
175;176;Directed;Big Data Technology Application under Belt and Road Initiative
177;178;Directed;Big Data Processing in the Cloud - Challenges and Platforms
180;179;Directed;Metasynthesis-Based Intelligent Big Data Processing Paradigm
180;181;Directed;Metasynthesis-Based Intelligent Big Data Processing Paradigm
181;179;Directed;Metasynthesis-Based Intelligent Big Data Processing Paradigm
182;183;Directed;Data Mining, Big Data, Data Analytics: Big Data Analytics in Bioinformatics
185;184;Directed;Analysis of the Term 'Big Data': Usage in Biomedical Publications
186;184;Directed;Analysis of the Term 'Big Data': Usage in Biomedical Publications
186;185;Directed;Analysis of the Term 'Big Data': Usage in Biomedical Publications
186;187;Directed;Analysis of the Term 'Big Data': Usage in Biomedical Publications
187;184;Directed;Analysis of the Term 'Big Data': Usage in Biomedical Publications
187;185;Directed;Analysis of the Term 'Big Data': Usage in Biomedical Publications
191;188;Directed;Toward Big Data in Green City
191;189;Directed;Toward Big Data in Green City
191;190;Directed;Toward Big Data in Green City
191;193;Directed;Toward Big Data in Green City
192;188;Directed;Toward Big Data in Green City
192;189;Directed;Toward Big Data in Green City
192;190;Directed;Toward Big Data in Green City
192;191;Directed;Toward Big Data in Green City
192;193;Directed;Toward Big Data in Green City
195;194;Directed;Building An SVM Classifier for Automated Selection of Big Data
196;194;Directed;Building An SVM Classifier for Automated Selection of Big Data
196;195;Directed;Building An SVM Classifier for Automated Selection of Big Data
196;197;Directed;Building An SVM Classifier for Automated Selection of Big Data
197;194;Directed;Building An SVM Classifier for Automated Selection of Big Data
197;195;Directed;Building An SVM Classifier for Automated Selection of Big Data
198;109;Directed;An Interface for Biomedical Big Data Processing on the Tianhe-2 Supercomputer
199;109;Directed;An Interface for Biomedical Big Data Processing on the Tianhe-2 Supercomputer
200;198;Directed;An Interface for Biomedical Big Data Processing on the Tianhe-2 Supercomputer
200;199;Directed;An Interface for Biomedical Big Data Processing on the Tianhe-2 Supercomputer
200;109;Directed;An Interface for Biomedical Big Data Processing on the Tianhe-2 Supercomputer
201;198;Directed;An Interface for Biomedical Big Data Processing on the Tianhe-2 Supercomputer
201;199;Directed;An Interface for Biomedical Big Data Processing on the Tianhe-2 Supercomputer
201;200;Directed;An Interface for Biomedical Big Data Processing on the Tianhe-2 Supercomputer
201;109;Directed;An Interface for Biomedical Big Data Processing on the Tianhe-2 Supercomputer
202;198;Directed;An Interface for Biomedical Big Data Processing on the Tianhe-2 Supercomputer
202;199;Directed;An Interface for Biomedical Big Data Processing on the Tianhe-2 Supercomputer
202;109;Directed;An Interface for Biomedical Big Data Processing on the Tianhe-2 Supercomputer
203;198;Directed;An Interface for Biomedical Big Data Processing on the Tianhe-2 Supercomputer
203;199;Directed;An Interface for Biomedical Big Data Processing on the Tianhe-2 Supercomputer
203;200;Directed;An Interface for Biomedical Big Data Processing on the Tianhe-2 Supercomputer
203;201;Directed;An Interface for Biomedical Big Data Processing on the Tianhe-2 Supercomputer
203;109;Directed;An Interface for Biomedical Big Data Processing on the Tianhe-2 Supercomputer
203;202;Directed;An Interface for Biomedical Big Data Processing on the Tianhe-2 Supercomputer
204;198;Directed;An Interface for Biomedical Big Data Processing on the Tianhe-2 Supercomputer
204;199;Directed;An Interface for Biomedical Big Data Processing on the Tianhe-2 Supercomputer
204;200;Directed;An Interface for Biomedical Big Data Processing on the Tianhe-2 Supercomputer
204;201;Directed;An Interface for Biomedical Big Data Processing on the Tianhe-2 Supercomputer
204;109;Directed;An Interface for Biomedical Big Data Processing on the Tianhe-2 Supercomputer
204;202;Directed;An Interface for Biomedical Big Data Processing on the Tianhe-2 Supercomputer
205;206;Directed;Review on Big Data & Analytics - Concepts, Philosophy, Process and Applications
208;209;Directed;A Solution for Mining Big Data Based on Distributed Data Streams and Its Classifying Algorithms
211;210;Directed;Intellectual capital in the age of Big Data: establishing a research agenda
212;210;Directed;Intellectual capital in the age of Big Data: establishing a research agenda
212;211;Directed;Intellectual capital in the age of Big Data: establishing a research agenda
212;213;Directed;Intellectual capital in the age of Big Data: establishing a research agenda
213;210;Directed;Intellectual capital in the age of Big Data: establishing a research agenda
213;211;Directed;Intellectual capital in the age of Big Data: establishing a research agenda
215;214;Directed;A survey on scholarly data: From big data perspective
216;214;Directed;A survey on scholarly data: From big data perspective
216;215;Directed;A survey on scholarly data: From big data perspective
216;217;Directed;A survey on scholarly data: From big data perspective
217;214;Directed;A survey on scholarly data: From big data perspective
217;215;Directed;A survey on scholarly data: From big data perspective
219;218;Directed;Application of Big Data in Online Education in China
219;220;Directed;Application of Big Data in Online Education in China
220;218;Directed;Application of Big Data in Online Education in China
222;221;Directed;Experimental Analysis on Big Data in IOT-Based Architecture
223;221;Directed;Experimental Analysis on Big Data in IOT-Based Architecture
223;222;Directed;Experimental Analysis on Big Data in IOT-Based Architecture
223;224;Directed;Experimental Analysis on Big Data in IOT-Based Architecture
224;221;Directed;Experimental Analysis on Big Data in IOT-Based Architecture
224;222;Directed;Experimental Analysis on Big Data in IOT-Based Architecture
226;227;Directed;Where Big Data meets 5G?
228;229;Directed;Big Data from a Business Perspective
233;230;Directed;Big Data visualization: Review of techniques and datasets
233;231;Directed;Big Data visualization: Review of techniques and datasets
233;232;Directed;Big Data visualization: Review of techniques and datasets
233;235;Directed;Big Data visualization: Review of techniques and datasets
234;230;Directed;Big Data visualization: Review of techniques and datasets
234;231;Directed;Big Data visualization: Review of techniques and datasets
234;232;Directed;Big Data visualization: Review of techniques and datasets
234;233;Directed;Big Data visualization: Review of techniques and datasets
234;235;Directed;Big Data visualization: Review of techniques and datasets
238;237;Directed;Hybrid Big Data Warehouse for On-demand decision needs
238;239;Directed;Hybrid Big Data Warehouse for On-demand decision needs
239;237;Directed;Hybrid Big Data Warehouse for On-demand decision needs
240;241;Directed;Speaking Sociologically with Big Data: Symphonic Social Science and the Future for Big Data Research
244;243;Directed;A Survey on Deep Learning in Big Data
244;245;Directed;A Survey on Deep Learning in Big Data
245;243;Directed;A Survey on Deep Learning in Big Data
246;247;Directed;Survey of Machine Learning Methods for Big Data Applications
248;249;Directed;Sampling Survey among Undergraduates in the Age of Big Data
251;250;Directed;Big data in the public sector: Uncertainties and readiness
252;250;Directed;Big data in the public sector: Uncertainties and readiness
252;251;Directed;Big data in the public sector: Uncertainties and readiness
252;253;Directed;Big data in the public sector: Uncertainties and readiness
253;250;Directed;Big data in the public sector: Uncertainties and readiness
253;251;Directed;Big data in the public sector: Uncertainties and readiness
256;254;Directed;Next-Generation Big Data Analytics: State of the Art, Challenges, and Future Research Topics
256;255;Directed;Next-Generation Big Data Analytics: State of the Art, Challenges, and Future Research Topics
256;258;Directed;Next-Generation Big Data Analytics: State of the Art, Challenges, and Future Research Topics
257;254;Directed;Next-Generation Big Data Analytics: State of the Art, Challenges, and Future Research Topics
257;255;Directed;Next-Generation Big Data Analytics: State of the Art, Challenges, and Future Research Topics
257;256;Directed;Next-Generation Big Data Analytics: State of the Art, Challenges, and Future Research Topics
257;258;Directed;Next-Generation Big Data Analytics: State of the Art, Challenges, and Future Research Topics
263;261;Directed;A Survey of Big Data Analytics in Healthcare
263;262;Directed;A Survey of Big Data Analytics in Healthcare
263;265;Directed;A Survey of Big Data Analytics in Healthcare
264;261;Directed;A Survey of Big Data Analytics in Healthcare
264;262;Directed;A Survey of Big Data Analytics in Healthcare
264;263;Directed;A Survey of Big Data Analytics in Healthcare
264;265;Directed;A Survey of Big Data Analytics in Healthcare
266;384;Directed;The Value of Data Mining for Surveillance Video in Big Data Era
266;385;Directed;The Value of Data Mining for Surveillance Video in Big Data Era
266;386;Directed;The Value of Data Mining for Surveillance Video in Big Data Era
266;387;Directed;The Value of Data Mining for Surveillance Video in Big Data Era
267;266;Directed;Shipping Big Data and its Application Prospects in Shipping Company
267;268;Directed;Shipping Big Data and its Application Prospects in Shipping Company
268;266;Directed;Shipping Big Data and its Application Prospects in Shipping Company
268;267;Directed;Shipping Big Data and its Application Prospects in Shipping Company
270;269;Directed;Systematic Review of Big Data Analytics in Governance
270;583;Directed;SYSTEMATIC MAPPING STUDY OF BIG DATA MINING TOOLS AND TECHNIQUES
272;271;Directed;Thinking and Modeling for Big Data from the Perspective of the I Ching
273;271;Directed;Thinking and Modeling for Big Data from the Perspective of the I Ching
273;272;Directed;Thinking and Modeling for Big Data from the Perspective of the I Ching
273;274;Directed;Thinking and Modeling for Big Data from the Perspective of the I Ching
274;271;Directed;Thinking and Modeling for Big Data from the Perspective of the I Ching
274;272;Directed;Thinking and Modeling for Big Data from the Perspective of the I Ching
277;276;Directed;Analysis and Research on the Development and Application of Big Data in Foshan
277;276;Directed;Countermeasures to Improve Local Government Governance Capability by Using Big Data
278;276;Directed;Analysis and Research on the Development and Application of Big Data in Foshan
278;277;Directed;Analysis and Research on the Development and Application of Big Data in Foshan
278;276;Directed;Countermeasures to Improve Local Government Governance Capability by Using Big Data
278;277;Directed;Countermeasures to Improve Local Government Governance Capability by Using Big Data
279;276;Directed;Analysis and Research on the Development and Application of Big Data in Foshan
279;277;Directed;Analysis and Research on the Development and Application of Big Data in Foshan
279;278;Directed;Analysis and Research on the Development and Application of Big Data in Foshan
279;280;Directed;Analysis and Research on the Development and Application of Big Data in Foshan
279;276;Directed;Countermeasures to Improve Local Government Governance Capability by Using Big Data
279;278;Directed;Countermeasures to Improve Local Government Governance Capability by Using Big Data
279;280;Directed;Countermeasures to Improve Local Government Governance Capability by Using Big Data
279;277;Directed;Countermeasures to Improve Local Government Governance Capability by Using Big Data
280;276;Directed;Analysis and Research on the Development and Application of Big Data in Foshan
280;277;Directed;Analysis and Research on the Development and Application of Big Data in Foshan
280;278;Directed;Analysis and Research on the Development and Application of Big Data in Foshan
280;276;Directed;Countermeasures to Improve Local Government Governance Capability by Using Big Data
280;278;Directed;Countermeasures to Improve Local Government Governance Capability by Using Big Data
280;277;Directed;Countermeasures to Improve Local Government Governance Capability by Using Big Data
283;282;Directed;Big Data and Public Health Results of the Working Group 1 of the Forum Future Public Health, Berlin 2016
283;284;Directed;Big Data and Public Health Results of the Working Group 1 of the Forum Future Public Health, Berlin 2016
284;282;Directed;Big Data and Public Health Results of the Working Group 1 of the Forum Future Public Health, Berlin 2016
287;285;Directed;Profit Maximization Auction and Data Management in Big Data Markets
287;286;Directed;Profit Maximization Auction and Data Management in Big Data Markets
287;289;Directed;Profit Maximization Auction and Data Management in Big Data Markets
288;285;Directed;Profit Maximization Auction and Data Management in Big Data Markets
288;286;Directed;Profit Maximization Auction and Data Management in Big Data Markets
288;287;Directed;Profit Maximization Auction and Data Management in Big Data Markets
288;289;Directed;Profit Maximization Auction and Data Management in Big Data Markets
291;290;Directed;The Basics of Big Data and Security Concerns
291;292;Directed;The Basics of Big Data and Security Concerns
292;290;Directed;The Basics of Big Data and Security Concerns
293;294;Directed;Designing and Development of a New Consumption Model from Big Data to form Data-as-a-Product (DaaP)
297;298;Directed;Analysis of Marketing Strategy in Big Data Environment
300;299;Directed;Privacy Issues in Big Data
301;299;Directed;Privacy Issues in Big Data
301;300;Directed;Privacy Issues in Big Data
301;302;Directed;Privacy Issues in Big Data
302;299;Directed;Privacy Issues in Big Data
302;300;Directed;Privacy Issues in Big Data
303;304;Directed;Big Data Anonymization with Spark
305;306;Directed;A Study on Impacts of Big Data and Their Countermeasures on Financial Accounting
308;307;Directed;Research on Industry Data Analysis Model Based on Hadoop Big Data Platform
308;309;Directed;Research on Industry Data Analysis Model Based on Hadoop Big Data Platform
308;307;Directed;Improved Statistical Analysis Method Based on Big Data Technology
308;309;Directed;Improved Statistical Analysis Method Based on Big Data Technology
309;307;Directed;Research on Industry Data Analysis Model Based on Hadoop Big Data Platform
309;307;Directed;Improved Statistical Analysis Method Based on Big Data Technology
312;311;Directed;Big Data Analytics: Impacting Business in Big Way
312;313;Directed;Big Data Analytics: Impacting Business in Big Way
313;311;Directed;Big Data Analytics: Impacting Business in Big Way
315;314;Directed;Big Data Model of Security Sharing Based on Blockchain
316;314;Directed;Big Data Model of Security Sharing Based on Blockchain
316;315;Directed;Big Data Model of Security Sharing Based on Blockchain
316;317;Directed;Big Data Model of Security Sharing Based on Blockchain
317;314;Directed;Big Data Model of Security Sharing Based on Blockchain
317;315;Directed;Big Data Model of Security Sharing Based on Blockchain
320;319;Directed;Addressing barriers to big data
320;321;Directed;Addressing barriers to big data
321;319;Directed;Addressing barriers to big data
324;323;Directed;Big Data Predictive Analysis: Using R Analytical Tool
324;325;Directed;Big Data Predictive Analysis: Using R Analytical Tool
325;323;Directed;Big Data Predictive Analysis: Using R Analytical Tool
326;327;Directed;Small Departures, Big Continuities?: Norms, values, and routines in The Guardian's big data journalism
329;328;Directed;Necessity of Big Data and Analytics for Good e-governance
330;328;Directed;Necessity of Big Data and Analytics for Good e-governance
330;329;Directed;Necessity of Big Data and Analytics for Good e-governance
330;331;Directed;Necessity of Big Data and Analytics for Good e-governance
331;328;Directed;Necessity of Big Data and Analytics for Good e-governance
331;329;Directed;Necessity of Big Data and Analytics for Good e-governance
334;332;Directed;Big IoT Data Analytics: Architecture, Opportunities, and Open Research Challenges
334;333;Directed;Big IoT Data Analytics: Architecture, Opportunities, and Open Research Challenges
334;336;Directed;Big IoT Data Analytics: Architecture, Opportunities, and Open Research Challenges
334;338;Directed;Big IoT Data Analytics: Architecture, Opportunities, and Open Research Challenges
335;332;Directed;Big IoT Data Analytics: Architecture, Opportunities, and Open Research Challenges
335;333;Directed;Big IoT Data Analytics: Architecture, Opportunities, and Open Research Challenges
335;336;Directed;Big IoT Data Analytics: Architecture, Opportunities, and Open Research Challenges
335;338;Directed;Big IoT Data Analytics: Architecture, Opportunities, and Open Research Challenges
336;338;Directed;Big IoT Data Analytics: Architecture, Opportunities, and Open Research Challenges
336;338;Directed;The role of big data analytics in Internet of Things
337;332;Directed;Big IoT Data Analytics: Architecture, Opportunities, and Open Research Challenges
337;333;Directed;Big IoT Data Analytics: Architecture, Opportunities, and Open Research Challenges
337;334;Directed;Big IoT Data Analytics: Architecture, Opportunities, and Open Research Challenges
337;335;Directed;Big IoT Data Analytics: Architecture, Opportunities, and Open Research Challenges
337;336;Directed;Big IoT Data Analytics: Architecture, Opportunities, and Open Research Challenges
337;338;Directed;Big IoT Data Analytics: Architecture, Opportunities, and Open Research Challenges
339;340;Directed;E-Government with Big Data Enabled through Smartphone for Public Services: Possibilities and Challenges
341;342;Directed;Big Data in the Public Sector: Lessons for Practitioners and Scholars
344;343;Directed;Recognition and Analysis of Poor Students on College Students Campus Card Consumption Data Based on Big Data
344;345;Directed;Recognition and Analysis of Poor Students on College Students Campus Card Consumption Data Based on Big Data
345;343;Directed;Recognition and Analysis of Poor Students on College Students Campus Card Consumption Data Based on Big Data
347;346;Directed;A Typology of Big Data Capabilities from Resources to Dynamic Capabilities. Evidence from a Ghanaian Health Insurance Firm.
347;348;Directed;A Typology of Big Data Capabilities from Resources to Dynamic Capabilities. Evidence from a Ghanaian Health Insurance Firm.
348;346;Directed;A Typology of Big Data Capabilities from Resources to Dynamic Capabilities. Evidence from a Ghanaian Health Insurance Firm.
350;351;Directed;Big Data and corporate reporting: impacts and paradoxes
355;353;Directed;Big Data, Big Problems: A Healthcare Perspective
355;354;Directed;Big Data, Big Problems: A Healthcare Perspective
355;357;Directed;Big Data, Big Problems: A Healthcare Perspective
356;353;Directed;Big Data, Big Problems: A Healthcare Perspective
356;354;Directed;Big Data, Big Problems: A Healthcare Perspective
356;355;Directed;Big Data, Big Problems: A Healthcare Perspective
356;357;Directed;Big Data, Big Problems: A Healthcare Perspective
358;359;Directed;Entering the 'big data' era in medicinal chemistry: molecular promiscuity analysis revisited
361;360;Directed;Cognitive big data: survey and review on big data research and its implications. What is really new in big data?
362;360;Directed;Cognitive big data: survey and review on big data research and its implications. What is really new in big data?
362;361;Directed;Cognitive big data: survey and review on big data research and its implications. What is really new in big data?
362;363;Directed;Cognitive big data: survey and review on big data research and its implications. What is really new in big data?
363;360;Directed;Cognitive big data: survey and review on big data research and its implications. What is really new in big data?
363;361;Directed;Cognitive big data: survey and review on big data research and its implications. What is really new in big data?
364;365;Directed;A Survey on Various Challenges and Aspects in Handling Big Data
366;367;Directed;THE FUTURE OF THE UNIVERSITIES: HOW TO MAKE READY THE UNIVERSITIES THROUGH BIG DATA MINING AND MANAGEMENT
369;368;Directed;Research on Big Data - A systematic mapping study
369;370;Directed;Research on Big Data - A systematic mapping study
370;368;Directed;Research on Big Data - A systematic mapping study
371;372;Directed;Big Data and Smart (Equitable) Cities
374;373;Directed;Factors influencing big data decision-making quality
374;375;Directed;Factors influencing big data decision-making quality
375;373;Directed;Factors influencing big data decision-making quality
377;376;Directed;Risk for Big Data in the Cloud
377;378;Directed;Risk for Big Data in the Cloud
378;376;Directed;Risk for Big Data in the Cloud
380;379;Directed;DATA MINING WITH BIG DATA REVOLUTION HYBRID
380;381;Directed;DATA MINING WITH BIG DATA REVOLUTION HYBRID
