Id;Label
0;bhatt, deepak
1;jena, anupam
2;cyr, philip
3;rajagopalan, harith
4;caplan, jay
5;defronzo, ralph
6;sanyal, arun
7;liu, yanmei
8;sacks, naomi
9;li, baochun
10;goh, rick siow mong
11;qin, zheng
12;hu, zhiming
13;du, jiawei
14;zhou, jiuyu
15;wang, long
16;liu, yong
17;hu, feng
18;li, hongxiu
19;rossi, matti
20;teichert, thorsten
21;zhang, weiwen
22;poorthuis, ate
23;zook, matthew
24;pasquale, frank
25;nelson, alondra
26;narayanan, arvind
27;metcalf, jacob
28;koenig, barbara a.
29;hollander, rachelle
30;goodman, alyssa
31;gangadharan, seeta pena
32;keller, emily
33;crawford, kate
34;boyd, danah
35;barocas, solon
36;quercia, daniele
37;cerquitelli, tania
38;michiardi, pietro
39;pulvirenti, fabio
40;garza, paolo
41;baralis, elena
42;apiletti, daniele
43;venturini, luca
44;scullino, francesco
45;rossi, claudio
46;valle, andrea dalla
47;recht, michael p.
48;sanelli, pina c.
49;pandharipande, pari v.
50;lee, christoph i.
51;kang, stella k.
52;kogan, emily
53;alberts, mark j.
54;lin, jennifer h.
55;milentijevic, dejan
56;heap, jesse
57;twyman, kathryn
58;feng, wu-chun
59;pumma, sarunya
60;zhang, da
61;zhang, jing
62;wang, hao
63;back, thomas
64;emmerich, michael
65;van stein, bas
66;kabuka, mansur r.
67;jiang, wu
68;ni, cheng
69;cheng, hercy n. h.
70;peng, xian
71;liu, zhi
72;liu, sanya
73;ke, dong
74;merrill, charlotte
75;atassi, nazem
76;agnese, wendy
77;kasoji, manjula
78;shukla, oodaye
79;grawbowsky, tara
80;krivanek, zbynek
81;reznikova, helena
82;herman, lukas
83;kepka, michal
84;charvat, karel, jr.
85;charvat, karel
86;lukas, vojtech
87;reznik, tomas
88;haselgrove, christian
89;kennedy, david
90;poline, j. b.
91;craddock, cameron
92;hodge, steve
93;dickie, erin
94;cochran, david
95;poline, jean-baptiste
96;frazier, jean a.
97;kalyvianaki, evangelia
98;chen, lydia y.
99;bjoerkqvist, mathias
100;birke, robert
101;perez, juan f. taq
102;lin, ching-yao
103;tsuang, ben-jei
104;lin, hsi-ching
105;lee, lung-cheng
106;tsai, whey-fone
107;lee, jen-gaw
108;gregor, franz
109;pietzuch, peter
110;fetzer, christof
111;felber, pascal
112;schiavoni, valerio
113;havet, aurelien
114;pasin, marcelo
115;koepsell, stefan
116;pires, rafael
117;kelbert, florian
118;saravanan, r.
119;sangeetha, m.
120;kavipriya, m.
121;karpagavalli, j.
122;paul, p. victer
123;balaji, s. naveen
124;gu, chunqin
125;tang, ziqi
126;xu, junying
127;zhan, yizu
128;wang, zhenyu
129;tao, qian
130;lin, haojie
131;lin, weiqiang
132;chen, wenyuan
133;dou, jianwu
134;tian, li
135;rodriguez-pineiro, jose
136;yin, xuefeng
